Valor nulo: -9999.9		
Fecha (GMT)	Temperatura del Agua(ºC)	Canal de obtencion de los datos
2012 11 01 19	15.6	2
2012 11 01 20	15.7	2
2012 11 01 21	15.8	2
2012 11 01 22	15.8	2
2012 11 01 23	15.8	2
2012 11 02 00	15.8	2
2012 11 02 01	15.7	2
2012 11 02 02	15.7	2
2012 11 02 03	15.7	2
2012 11 02 04	15.6	2
2012 11 02 05	15.5	2
2012 11 02 06	15.6	2
2012 11 02 07	15.6	2
2012 11 02 08	15.6	2
2012 11 02 09	15.8	2
2012 11 02 10	15.8	2
2012 11 02 11	15.8	2
2012 11 02 12	15.8	2
2012 11 02 13	15.8	2
2012 11 02 14	15.8	2
2012 11 02 15	15.8	2
2012 11 02 16	15.8	2
2012 11 02 17	15.6	2
2012 11 02 18	15.6	2
2012 11 02 19	15.8	2
2012 11 02 20	15.9	2
2012 11 02 21	15.9	2
2012 11 02 22	15.9	2
2012 11 02 23	15.9	2
2012 11 03 00	15.9	2
2012 11 03 01	15.9	2
2012 11 03 02	15.9	2
2012 11 03 03	15.8	2
2012 11 03 04	15.6	2
2012 11 03 05	15.6	2
2012 11 03 06	15.6	2
2012 11 03 07	15.6	2
2012 11 03 08	15.8	2
2012 11 03 09	15.8	2
2012 11 03 10	15.8	2
2012 11 03 11	15.8	2
2012 11 03 12	15.8	2
2012 11 03 13	15.8	2
2012 11 03 14	15.7	2
2012 11 03 15	15.8	2
2012 11 03 16	15.8	2
2012 11 03 17	15.8	2
2012 11 03 18	15.9	2
2012 11 03 19	16.0	2
2012 11 03 20	16.0	2
2012 11 03 21	16.0	2
2012 11 03 22	16.0	2
2012 11 03 23	16.0	2
2012 11 04 00	15.9	2
2012 11 04 01	15.9	2
2012 11 04 02	15.9	2
2012 11 04 03	15.8	2
2012 11 04 04	15.8	2
2012 11 04 05	15.8	2
2012 11 04 06	15.7	2
2012 11 04 07	15.8	2
2012 11 04 08	16.0	2
2012 11 04 09	16.1	2
2012 11 04 10	16.1	2
2012 11 04 11	16.0	2
2012 11 04 12	16.0	2
2012 11 04 13	16.0	2
2012 11 04 14	16.0	2
2012 11 04 15	16.0	2
2012 11 04 16	16.0	2
2012 11 04 17	16.0	2
2012 11 04 18	16.0	2
2012 11 04 19	16.0	2
2012 11 04 20	16.0	2
2012 11 04 21	16.1	2
2012 11 04 22	16.1	2
2012 11 04 23	16.1	2
2012 11 05 00	16.0	2
2012 11 05 01	16.0	2
2012 11 05 02	16.0	2
2012 11 05 03	16.0	2
2012 11 05 04	15.9	2
2012 11 05 05	15.9	2
2012 11 05 06	15.9	2
2012 11 05 07	15.9	2
2012 11 05 08	15.9	2
2012 11 05 09	16.0	2
2012 11 05 10	16.0	2
2012 11 05 11	16.0	2
2012 11 05 12	16.0	2
2012 11 05 13	16.0	2
2012 11 05 14	16.0	2
2012 11 05 15	16.0	2
2012 11 05 16	16.0	2
2012 11 05 17	16.0	2
2012 11 05 18	16.0	2
2012 11 05 19	16.0	2
2012 11 05 20	16.0	2
2012 11 05 21	16.0	2
2012 11 05 22	16.0	2
2012 11 05 23	16.0	2
2012 11 06 00	16.0	2
2012 11 06 01	16.0	2
2012 11 06 02	15.9	2
2012 11 06 03	15.9	2
2012 11 06 04	16.0	2
2012 11 06 05	16.0	2
2012 11 06 06	16.0	2
2012 11 06 07	16.0	2
2012 11 06 08	16.0	2
2012 11 06 09	16.0	2
2012 11 06 10	16.0	2
2012 11 06 11	16.0	2
2012 11 06 12	16.0	2
2012 11 06 13	16.0	2
2012 11 06 14	16.0	2
2012 11 06 15	15.9	2
2012 11 06 16	15.9	2
2012 11 06 17	15.9	2
2012 11 06 18	15.9	2
2012 11 06 19	15.9	2
2012 11 06 20	15.8	2
2012 11 06 21	15.9	2
2012 11 06 22	16.0	2
2012 11 06 23	15.9	2
2012 11 07 00	16.0	2
2012 11 07 01	15.9	2
2012 11 07 02	15.9	2
2012 11 07 03	15.9	2
2012 11 07 04	16.0	2
2012 11 07 05	15.9	2
2012 11 07 06	15.9	2
2012 11 07 07	15.8	2
2012 11 07 08	15.8	2
2012 11 07 09	15.7	2
2012 11 07 10	15.8	2
2012 11 07 11	15.8	2
2012 11 07 12	15.8	2
2012 11 07 13	15.8	2
2012 11 07 14	15.8	2
2012 11 07 15	15.8	2
2012 11 07 16	15.8	2
2012 11 07 17	15.7	2
2012 11 07 18	15.5	2
2012 11 07 19	15.4	2
2012 11 07 20	15.2	2
2012 11 07 21	15.2	2
2012 11 07 22	15.2	2
2012 11 07 23	15.3	2
2012 11 08 00	15.3	2
2012 11 08 01	15.4	2
2012 11 08 02	15.5	2
2012 11 08 03	15.5	2
2012 11 08 04	15.5	2
2012 11 08 05	15.5	2
2012 11 08 06	15.5	2
2012 11 08 07	15.5	2
2012 11 08 08	15.5	2
2012 11 08 09	15.4	2
2012 11 08 10	15.3	2
2012 11 08 11	15.3	2
2012 11 08 12	15.2	2
2012 11 08 13	15.4	2
2012 11 08 14	15.4	2
2012 11 08 15	15.4	2
2012 11 08 16	15.4	2
2012 11 08 17	15.4	2
2012 11 08 18	15.4	2
2012 11 08 19	15.4	2
2012 11 08 20	15.4	2
2012 11 08 21	15.4	2
2012 11 08 22	15.3	2
2012 11 08 23	15.3	2
2012 11 09 00	15.4	2
2012 11 09 01	15.5	2
2012 11 09 02	15.6	2
2012 11 09 03	15.6	2
2012 11 09 04	15.6	2
2012 11 09 05	15.5	2
2012 11 09 06	15.5	2
2012 11 09 07	15.5	2
2012 11 09 08	15.5	2
2012 11 09 09	15.6	2
2012 11 09 10	15.6	2
2012 11 09 11	15.6	2
2012 11 09 12	15.6	2
2012 11 09 13	15.6	2
2012 11 09 14	15.6	2
2012 11 09 15	15.5	2
2012 11 09 16	15.5	2
2012 11 09 17	15.5	2
2012 11 09 18	15.5	2
2012 11 09 19	15.5	2
2012 11 09 20	15.5	2
2012 11 09 21	15.5	2
2012 11 09 22	15.5	2
2012 11 09 23	15.2	2
2012 11 10 00	15.3	2
2012 11 10 01	15.3	2
2012 11 10 02	15.3	2
2012 11 10 03	15.3	2
2012 11 10 04	15.4	2
2012 11 10 05	15.3	2
2012 11 10 06	15.3	2
2012 11 10 07	15.2	2
2012 11 10 08	15.2	2
2012 11 10 09	15.2	2
2012 11 10 10	15.2	2
2012 11 10 11	15.2	2
2012 11 10 12	15.3	2
2012 11 10 13	15.3	2
2012 11 10 14	15.3	2
2012 11 10 15	15.3	2
2012 11 10 16	15.3	2
2012 11 10 17	15.3	2
2012 11 10 18	15.3	2
2012 11 10 19	15.3	2
2012 11 10 20	15.3	2
2012 11 10 21	15.3	2
2012 11 10 22	15.3	2
2012 11 10 23	15.2	2
2012 11 11 00	15.2	2
2012 11 11 01	15.2	2
2012 11 11 02	15.3	2
2012 11 11 03	15.2	2
2012 11 11 04	15.2	2
2012 11 11 05	15.2	2
2012 11 11 06	15.2	2
2012 11 11 07	15.2	2
2012 11 11 08	15.2	2
2012 11 11 09	15.2	2
2012 11 11 10	15.1	2
2012 11 11 11	15.1	2
2012 11 11 12	15.2	2
2012 11 11 13	15.2	2
2012 11 11 14	15.2	2
2012 11 11 15	15.2	2
2012 11 11 16	15.2	2
2012 11 11 17	15.2	2
2012 11 11 18	15.2	2
2012 11 11 19	15.2	2
2012 11 11 20	15.2	2
2012 11 11 21	15.1	2
2012 11 11 22	15.1	2
2012 11 11 23	15.2	2
2012 11 12 00	15.3	2
2012 11 12 01	15.8	2
2012 11 12 02	15.8	2
2012 11 12 03	15.7	2
2012 11 12 04	15.7	2
2012 11 12 05	15.6	2
2012 11 12 06	15.4	2
2012 11 12 07	15.3	2
2012 11 12 08	15.2	2
2012 11 12 09	15.2	2
2012 11 12 10	15.2	2
2012 11 12 11	15.3	2
2012 11 12 12	15.7	2
2012 11 12 13	15.8	2
2012 11 12 14	15.8	2
2012 11 12 15	15.8	2
2012 11 12 16	15.8	2
2012 11 12 17	15.9	2
2012 11 12 18	15.8	2
2012 11 12 19	15.7	2
2012 11 12 20	15.6	2
2012 11 12 21	15.5	2
2012 11 12 22	15.5	2
2012 11 12 23	15.4	2
2012 11 13 00	15.4	2
2012 11 13 01	15.5	2
2012 11 13 02	15.7	2
2012 11 13 03	15.7	2
2012 11 13 04	15.7	2
2012 11 13 05	15.8	2
2012 11 13 06	15.6	2
2012 11 13 07	15.6	2
2012 11 13 08	15.6	2
2012 11 13 09	15.6	2
2012 11 13 10	15.6	2
2012 11 13 11	15.6	2
2012 11 13 12	15.6	2
2012 11 13 13	15.6	2
2012 11 13 14	15.8	2
2012 11 13 15	15.8	2
2012 11 13 16	15.9	2
2012 11 13 17	15.8	2
2012 11 13 18	15.8	2
2012 11 13 19	15.8	2
2012 11 13 20	15.8	2
2012 11 13 21	15.7	2
2012 11 13 22	15.7	2
2012 11 13 23	15.6	2
2012 11 14 00	15.6	2
2012 11 14 01	15.7	2
2012 11 14 02	15.7	2
2012 11 14 03	15.6	2
2012 11 14 04	15.5	2
2012 11 14 05	15.5	2
2012 11 14 06	15.3	2
2012 11 14 07	15.3	2
2012 11 14 08	15.5	2
2012 11 14 09	15.6	2
2012 11 14 10	15.5	2
2012 11 14 11	15.5	2
2012 11 14 12	15.5	2
2012 11 14 13	15.6	2
2012 11 14 14	15.6	2
2012 11 14 15	15.6	2
2012 11 14 16	15.5	2
2012 11 14 17	15.3	2
2012 11 14 18	15.2	2
2012 11 14 19	15.3	2
2012 11 14 20	15.4	2
2012 11 14 21	15.4	2
2012 11 14 22	15.4	2
2012 11 14 23	15.5	2
2012 11 15 00	15.5	2
2012 11 15 01	15.5	2
2012 11 15 02	15.5	2
2012 11 15 03	15.4	2
2012 11 15 04	15.2	2
2012 11 15 05	15.3	2
2012 11 15 06	15.3	2
2012 11 15 07	15.3	2
2012 11 15 08	15.3	2
2012 11 15 09	15.3	2
2012 11 15 10	15.3	2
2012 11 15 11	15.3	2
2012 11 15 12	15.3	2
2012 11 15 13	15.3	2
2012 11 15 14	15.4	2
2012 11 15 15	15.5	2
2012 11 15 16	15.6	2
2012 11 15 17	15.6	2
2012 11 15 18	15.3	2
2012 11 15 19	15.2	2
2012 11 15 20	15.2	2
2012 11 15 21	15.1	2
2012 11 15 22	15.1	2
2012 11 15 23	15.2	2
2012 11 16 00	15.2	2
2012 11 16 01	15.2	2
2012 11 16 02	15.4	2
2012 11 16 03	15.7	2
2012 11 16 04	16.0	2
2012 11 16 05	15.9	2
2012 11 16 06	16.0	2
2012 11 16 07	15.9	2
2012 11 16 08	15.8	2
2012 11 16 09	15.8	2
2012 11 16 10	15.7	2
2012 11 16 11	15.6	2
2012 11 16 12	15.5	2
2012 11 16 13	15.9	2
2012 11 16 14	15.9	2
2012 11 16 15	15.9	2
2012 11 16 16	15.9	2
2012 11 16 17	16.0	2
2012 11 16 18	16.0	2
2012 11 16 19	16.0	2
2012 11 16 20	16.0	2
2012 11 16 21	16.0	2
2012 11 16 22	16.0	2
2012 11 16 23	16.0	2
2012 11 17 00	16.0	2
2012 11 17 01	16.0	2
2012 11 17 02	15.8	2
2012 11 17 03	15.7	2
2012 11 17 04	15.7	2
2012 11 17 05	15.6	2
2012 11 17 06	15.6	2
2012 11 17 07	15.6	2
2012 11 17 08	15.6	2
2012 11 17 09	15.6	2
2012 11 17 10	15.6	2
2012 11 17 11	15.6	2
2012 11 17 12	15.6	2
2012 11 17 13	15.6	2
2012 11 17 14	15.6	2
2012 11 17 15	15.6	2
2012 11 17 16	15.6	2
2012 11 17 17	15.6	2
2012 11 17 18	15.6	2
2012 11 17 19	15.6	2
2012 11 17 20	15.6	2
2012 11 17 21	15.6	2
2012 11 17 22	15.6	2
2012 11 17 23	15.6	2
2012 11 18 00	15.5	2
2012 11 18 01	15.6	2
2012 11 18 02	15.6	2
2012 11 18 03	15.6	2
2012 11 18 04	15.6	2
2012 11 18 05	15.7	2
2012 11 18 06	15.6	2
2012 11 18 07	15.4	2
2012 11 18 08	15.3	2
2012 11 18 09	15.3	2
2012 11 18 10	15.3	2
2012 11 18 11	15.3	2
2012 11 18 12	15.5	2
2012 11 18 13	15.5	2
2012 11 18 14	15.5	2
2012 11 18 15	15.5	2
2012 11 18 16	15.3	2
2012 11 18 17	15.2	2
2012 11 18 18	15.2	2
2012 11 18 19	15.2	2
2012 11 18 20	15.2	2
2012 11 18 21	15.1	2
2012 11 18 22	15.1	2
2012 11 18 23	15.1	2
2012 11 19 00	15.1	2
2012 11 19 01	15.1	2
2012 11 19 02	15.2	2
2012 11 19 03	15.1	2
2012 11 19 04	15.0	2
2012 11 19 05	15.1	2
2012 11 19 06	15.0	2
2012 11 19 07	15.0	2
2012 11 19 08	15.0	2
2012 11 19 09	15.0	2
2012 11 19 10	15.0	2
2012 11 19 11	15.1	2
2012 11 19 12	15.1	2
2012 11 19 13	15.1	2
2012 11 19 14	15.1	2
2012 11 19 15	15.1	2
2012 11 19 16	15.1	2
2012 11 19 17	15.0	2
2012 11 19 18	15.0	2
2012 11 19 19	15.0	2
2012 11 19 20	14.9	2
2012 11 19 21	15.2	2
2012 11 19 22	15.2	2
2012 11 19 23	15.3	2
2012 11 20 00	15.3	2
2012 11 20 01	15.4	2
2012 11 20 02	15.3	2
2012 11 20 03	15.3	2
2012 11 20 04	15.3	2
2012 11 20 05	15.3	2
2012 11 20 06	15.2	2
2012 11 20 07	15.2	2
2012 11 20 08	15.4	2
2012 11 20 09	15.6	2
2012 11 20 10	15.6	2
2012 11 20 11	15.6	2
2012 11 20 12	15.6	2
2012 11 20 13	15.6	2
2012 11 20 14	15.6	2
2012 11 20 15	15.6	2
2012 11 20 16	15.5	2
2012 11 20 17	15.5	2
2012 11 20 18	15.5	2
2012 11 20 19	15.5	2
2012 11 20 20	15.5	2
2012 11 20 21	15.5	2
2012 11 20 22	15.5	2
2012 11 20 23	15.5	2
2012 11 21 01	15.5	2
2012 11 21 02	15.5	2
2012 11 21 03	15.5	2
2012 11 21 04	15.5	2
2012 11 21 05	15.5	2
2012 11 21 06	15.5	2
2012 11 21 07	15.5	2
2012 11 21 08	15.5	2
2012 11 21 09	15.5	2
2012 11 21 10	15.5	2
2012 11 21 11	15.5	2
2012 11 21 12	15.5	2
2012 11 21 13	15.5	2
2012 11 21 14	15.5	2
2012 11 21 15	15.5	2
2012 11 21 16	15.5	2
2012 11 21 17	15.5	2
2012 11 21 18	15.5	2
2012 11 21 19	15.5	2
2012 11 21 20	15.5	2
2012 11 21 21	15.5	2
2012 11 21 22	15.4	2
2012 11 21 23	15.5	2
2012 11 22 00	15.5	2
2012 11 22 01	15.5	2
2012 11 22 02	15.5	2
2012 11 22 03	15.5	2
2012 11 22 04	15.5	2
2012 11 22 05	15.5	2
2012 11 22 06	15.4	2
2012 11 22 07	15.4	2
2012 11 22 08	15.4	2
2012 11 22 09	15.4	2
2012 11 22 10	15.4	2
2012 11 22 11	15.4	2
2012 11 22 12	15.4	2
2012 11 22 13	15.4	2
2012 11 22 14	15.4	2
2012 11 22 15	15.4	2
2012 11 22 16	15.3	2
2012 11 22 17	15.3	2
2012 11 22 18	15.3	2
2012 11 22 19	15.3	2
2012 11 22 20	15.4	2
2012 11 22 21	15.4	2
2012 11 22 22	15.5	2
2012 11 22 23	15.5	2
2012 11 23 00	15.5	2
2012 11 23 01	15.5	2
2012 11 23 02	15.5	2
2012 11 23 03	15.5	2
2012 11 23 04	15.5	2
2012 11 23 05	15.5	2
2012 11 23 06	15.5	2
2012 11 23 07	15.5	2
2012 11 23 08	15.5	2
2012 11 23 09	15.5	2
2012 11 23 10	15.5	2
2012 11 23 11	15.4	2
2012 11 23 12	15.3	2
2012 11 23 13	15.3	2
2012 11 23 14	15.3	2
2012 11 23 15	15.3	2
2012 11 23 16	15.3	2
2012 11 23 17	15.3	2
2012 11 23 18	15.3	2
2012 11 23 19	15.3	2
2012 11 23 20	15.3	2
2012 11 23 21	15.3	2
2012 11 23 22	15.3	2
2012 11 23 23	15.3	2
2012 11 24 00	15.2	2
2012 11 24 01	15.3	2
2012 11 24 02	15.3	2
2012 11 24 03	15.3	2
2012 11 24 04	15.3	2
2012 11 24 05	15.3	2
2012 11 24 06	15.3	2
2012 11 24 07	15.3	2
2012 11 24 08	15.3	2
2012 11 24 09	15.3	2
2012 11 24 10	15.3	2
2012 11 24 11	15.3	2
2012 11 24 12	15.3	2
2012 11 24 13	15.3	2
2012 11 24 14	15.2	2
2012 11 24 15	15.3	2
2012 11 24 16	15.3	2
2012 11 24 17	15.3	2
2012 11 24 18	15.3	2
2012 11 24 19	15.3	2
2012 11 24 20	15.3	2
2012 11 24 21	15.3	2
2012 11 24 22	15.2	2
2012 11 24 23	15.2	2
2012 11 25 00	15.2	2
2012 11 25 01	15.2	2
2012 11 25 02	15.2	2
2012 11 25 03	15.2	2
2012 11 25 04	15.2	2
2012 11 25 05	15.2	2
2012 11 25 06	15.2	2
2012 11 25 07	15.2	2
2012 11 25 08	15.2	2
2012 11 25 09	15.2	2
2012 11 25 10	15.3	2
2012 11 25 11	15.4	2
2012 11 25 12	15.4	2
2012 11 25 13	15.5	2
2012 11 25 14	15.4	2
2012 11 25 15	15.4	2
2012 11 25 16	15.3	2
2012 11 25 17	15.3	2
2012 11 25 18	15.3	2
2012 11 25 19	15.3	2
2012 11 25 20	15.3	2
2012 11 25 21	15.3	2
2012 11 25 22	15.3	2
2012 11 25 23	15.3	2
2012 11 26 00	15.4	2
2012 11 26 01	15.3	2
2012 11 26 02	15.3	2
2012 11 26 03	15.3	2
2012 11 26 04	15.3	2
2012 11 26 05	15.3	2
2012 11 26 06	15.3	2
2012 11 26 07	15.3	2
2012 11 26 08	15.2	2
2012 11 26 09	15.2	2
2012 11 26 10	15.2	2
2012 11 26 11	15.3	2
2012 11 26 12	15.3	2
2012 11 26 13	15.3	2
2012 11 26 14	15.3	2
2012 11 26 15	15.4	2
2012 11 26 16	15.5	2
2012 11 26 17	15.4	2
2012 11 26 18	15.3	2
2012 11 26 19	15.2	2
2012 11 26 20	15.2	2
2012 11 26 21	15.2	2
2012 11 26 22	15.2	2
2012 11 26 23	15.2	2
2012 11 27 00	15.2	2
2012 11 27 01	15.3	2
2012 11 27 02	15.3	2
2012 11 27 03	15.5	2
2012 11 27 04	15.4	2
2012 11 27 05	15.3	2
2012 11 27 06	15.3	2
2012 11 27 07	15.3	2
2012 11 27 08	15.3	2
2012 11 27 09	15.3	2
2012 11 27 10	15.3	2
2012 11 27 11	15.3	2
2012 11 27 12	15.3	2
2012 11 27 13	15.3	2
2012 11 27 14	15.3	2
2012 11 27 15	15.3	2
2012 11 27 16	15.3	2
2012 11 27 17	15.3	2
2012 11 27 18	15.3	2
2012 11 27 19	15.3	2
2012 11 27 20	15.3	2
2012 11 27 21	15.3	2
2012 11 27 22	15.3	2
2012 11 27 23	15.2	2
2012 11 28 00	15.2	2
2012 11 28 01	15.2	2
2012 11 28 02	15.2	2
2012 11 28 03	15.3	2
2012 11 28 04	15.3	2
2012 11 28 05	15.2	2
2012 11 28 06	15.2	2
2012 11 28 07	15.1	2
2012 11 28 08	15.2	2
2012 11 28 09	15.2	2
2012 11 28 10	15.2	2
2012 11 28 11	15.2	2
2012 11 28 12	15.2	2
2012 11 28 13	15.2	2
2012 11 28 14	15.2	2
2012 11 28 15	15.2	2
2012 11 28 16	15.3	2
2012 11 28 17	15.3	2
2012 11 28 18	15.2	2
2012 11 28 19	15.2	2
2012 11 28 20	15.2	2
2012 11 28 21	15.2	2
2012 11 28 22	15.2	2
2012 11 28 23	15.1	2
2012 11 29 00	15.2	2
2012 11 29 01	15.1	2
2012 11 29 02	15.1	2
2012 11 29 03	15.2	2
2012 11 29 04	15.2	2
2012 11 29 05	15.2	2
2012 11 29 06	15.2	2
2012 11 29 07	15.2	2
2012 11 29 08	15.2	2
2012 11 29 09	15.2	2
2012 11 29 10	15.2	2
2012 11 29 11	15.2	2
2012 11 29 12	15.2	2
2012 11 29 13	15.1	2
2012 11 29 14	15.1	2
2012 11 29 15	15.2	2
2012 11 29 16	15.2	2
2012 11 29 17	15.2	2
2012 11 29 18	15.2	2
2012 11 29 19	15.2	2
2012 11 29 20	15.2	2
2012 11 29 21	15.2	2
2012 11 29 22	15.2	2
2012 11 29 23	15.2	2
2012 11 30 00	15.0	2
2012 11 30 01	15.0	2
2012 11 30 02	15.0	2
2012 11 30 03	15.0	2
2012 11 30 04	15.0	2
2012 11 30 05	15.0	2
2012 11 30 06	15.0	2
2012 11 30 07	15.0	2
2012 11 30 08	15.0	2
2012 11 30 09	15.0	2
2012 11 30 10	15.0	2
2012 11 30 11	15.0	2
2012 11 30 12	15.0	2
2012 11 30 13	15.0	2
2012 11 30 14	15.0	2
2012 11 30 15	15.0	2
2012 11 30 16	15.1	2
2012 11 30 17	15.1	2
2012 11 30 18	15.0	2
2012 11 30 19	15.0	2
2012 11 30 20	15.0	2
2012 11 30 21	15.0	2
2012 11 30 22	15.0	2
2012 11 30 23	15.0	2
2012 12 01 00	15.0	2
2012 12 01 01	15.0	2
2012 12 01 02	15.0	2
2012 12 01 03	15.0	2
2012 12 01 04	15.0	2
2012 12 01 05	15.0	2
2012 12 01 06	15.0	2
2012 12 01 07	15.0	2
2012 12 01 08	15.0	2
2012 12 01 09	15.0	2
2012 12 01 10	15.0	2
2012 12 01 11	15.0	2
2012 12 01 12	15.0	2
2012 12 01 13	15.0	2
2012 12 01 14	15.0	2
2012 12 01 15	15.0	2
2012 12 01 16	15.0	2
2012 12 01 17	15.0	2
2012 12 01 18	15.0	2
2012 12 01 19	14.9	2
2012 12 01 20	14.9	2
2012 12 01 21	14.9	2
2012 12 01 22	14.9	2
2012 12 01 23	14.9	2
2012 12 02 00	14.9	2
2012 12 02 01	14.9	2
2012 12 02 02	14.9	2
2012 12 02 03	14.9	2
2012 12 02 04	14.9	2
2012 12 02 05	14.9	2
2012 12 02 06	14.9	2
2012 12 02 07	14.9	2
2012 12 02 08	14.9	2
2012 12 02 09	14.9	2
2012 12 02 10	14.9	2
2012 12 02 11	14.9	2
2012 12 02 12	14.9	2
2012 12 02 13	14.9	2
2012 12 02 14	14.9	2
2012 12 02 15	14.9	2
2012 12 02 16	14.9	2
2012 12 02 17	14.9	2
2012 12 02 18	14.9	2
2012 12 02 19	14.9	2
2012 12 02 20	14.8	2
2012 12 02 21	14.8	2
2012 12 02 22	14.8	2
2012 12 02 23	14.8	2
2012 12 03 00	14.9	2
2012 12 03 01	14.9	2
2012 12 03 02	14.9	2
2012 12 03 03	14.9	2
2012 12 03 04	14.9	2
2012 12 03 05	14.9	2
2012 12 03 06	14.9	2
2012 12 03 07	14.8	2
2012 12 03 08	14.8	2
2012 12 03 09	14.8	2
2012 12 03 10	14.8	2
2012 12 03 11	14.8	2
2012 12 03 12	14.8	2
2012 12 03 13	14.8	2
2012 12 03 14	14.9	2
2012 12 03 15	14.9	2
2012 12 03 16	14.9	2
2012 12 03 17	14.8	2
2012 12 03 18	14.8	2
2012 12 03 19	14.8	2
2012 12 03 20	14.8	2
2012 12 03 21	14.8	2
2012 12 03 22	14.8	2
2012 12 03 23	14.8	2
2012 12 04 00	14.8	2
2012 12 04 01	14.8	2
2012 12 04 02	14.8	2
2012 12 04 03	14.8	2
2012 12 04 04	14.7	2
2012 12 04 05	14.7	2
2012 12 04 06	14.7	2
2012 12 04 07	14.8	2
2012 12 04 08	14.8	2
2012 12 04 09	14.8	2
2012 12 04 10	14.8	2
2012 12 04 11	14.8	2
2012 12 04 12	14.8	2
2012 12 04 13	14.8	2
2012 12 04 14	14.8	2
2012 12 04 15	14.7	2
2012 12 04 16	14.6	2
2012 12 04 17	14.6	2
2012 12 04 18	14.6	2
2012 12 04 19	14.6	2
2012 12 04 20	14.6	2
2012 12 04 21	14.6	2
2012 12 04 22	14.6	2
2012 12 04 23	14.6	2
2012 12 05 00	14.6	2
2012 12 05 01	14.6	2
2012 12 05 02	14.6	2
2012 12 05 03	14.6	2
2012 12 05 04	14.6	2
2012 12 05 05	14.6	2
2012 12 05 06	14.6	2
2012 12 05 07	14.6	2
2012 12 05 08	14.6	2
2012 12 05 09	14.6	2
2012 12 05 10	14.6	2
2012 12 05 11	14.6	2
2012 12 05 12	14.6	2
2012 12 05 13	14.6	2
2012 12 05 14	14.6	2
2012 12 05 15	14.6	2
2012 12 05 16	14.6	2
2012 12 05 17	14.6	2
2012 12 05 18	14.6	2
2012 12 05 19	14.6	2
2012 12 05 20	14.6	2
2012 12 05 21	14.6	2
2012 12 05 22	14.6	2
2012 12 05 23	14.6	2
2012 12 06 00	14.6	2
2012 12 06 01	14.6	2
2012 12 06 02	14.6	2
2012 12 06 03	14.6	2
2012 12 06 04	14.6	2
2012 12 06 05	14.6	2
2012 12 06 06	14.6	2
2012 12 06 07	14.6	2
2012 12 06 08	14.6	2
2012 12 06 09	14.6	2
2012 12 06 10	14.6	2
2012 12 06 11	14.6	2
2012 12 06 12	14.7	2
2012 12 06 13	14.7	2
2012 12 06 14	14.7	2
2012 12 06 15	14.7	2
2012 12 06 16	14.7	2
2012 12 06 17	14.7	2
2012 12 06 18	14.7	2
2012 12 06 19	14.6	2
2012 12 06 20	14.6	2
2012 12 06 21	14.6	2
2012 12 06 22	14.6	2
2012 12 06 23	14.6	2
2012 12 07 00	14.6	2
2012 12 07 01	14.6	2
2012 12 07 02	14.6	2
2012 12 07 03	14.6	2
2012 12 07 04	14.6	2
2012 12 07 05	14.6	2
2012 12 07 06	14.6	2
2012 12 07 07	14.5	2
2012 12 07 08	14.5	2
2012 12 07 09	14.5	2
2012 12 07 10	14.5	2
2012 12 07 11	14.5	2
2012 12 07 12	14.5	2
2012 12 07 13	14.5	2
2012 12 07 14	14.5	2
2012 12 07 15	14.5	2
2012 12 07 16	14.5	2
2012 12 07 17	14.5	2
2012 12 07 18	14.5	2
2012 12 07 19	14.5	2
2012 12 07 20	14.5	2
2012 12 07 21	14.5	2
2012 12 07 22	14.5	2
2012 12 07 23	14.6	2
2012 12 08 00	14.5	2
2012 12 08 01	14.5	2
2012 12 08 02	14.5	2
2012 12 08 03	14.5	2
2012 12 08 04	14.5	2
2012 12 08 05	14.5	2
2012 12 08 06	14.5	2
2012 12 08 07	14.5	2
2012 12 08 08	14.5	2
2012 12 08 09	14.5	2
2012 12 08 10	14.5	2
2012 12 08 11	14.5	2
2012 12 08 12	14.5	2
2012 12 08 13	14.5	2
2012 12 08 14	14.5	2
2012 12 08 15	14.5	2
2012 12 08 16	14.5	2
2012 12 08 17	14.5	2
2012 12 08 18	14.4	2
2012 12 08 19	14.4	2
2012 12 08 20	14.4	2
2012 12 08 21	14.5	2
2012 12 08 22	14.5	2
2012 12 08 23	14.5	2
2012 12 09 00	14.5	2
2012 12 09 01	14.5	2
2012 12 09 02	14.5	2
2012 12 09 03	14.5	2
2012 12 09 04	14.5	2
2012 12 09 05	14.5	2
2012 12 09 06	14.5	2
2012 12 09 07	14.5	2
2012 12 09 08	14.5	2
2012 12 09 09	14.5	2
2012 12 09 10	14.5	2
2012 12 09 11	14.5	2
2012 12 09 12	14.5	2
2012 12 09 13	14.5	2
2012 12 09 14	14.5	2
2012 12 09 15	14.5	2
2012 12 09 16	14.5	2
2012 12 09 17	14.5	2
2012 12 09 18	14.5	2
2012 12 09 19	14.5	2
2012 12 09 20	14.5	2
2012 12 09 21	14.5	2
2012 12 09 22	14.5	2
2012 12 09 23	14.4	2
2012 12 10 00	14.5	2
2012 12 10 01	14.5	2
2012 12 10 02	14.5	2
2012 12 10 03	14.5	2
2012 12 10 04	14.4	2
2012 12 10 05	14.4	2
2012 12 10 06	14.4	2
2012 12 10 07	14.4	2
2012 12 10 08	14.3	2
2012 12 10 09	14.3	2
2012 12 10 10	14.5	2
2012 12 10 11	14.5	2
2012 12 10 12	14.5	2
