Valor nulo: -9999.9		
Fecha (GMT)	Temperatura del Agua(ºC)	Canal de obtencion de los datos
2016 10 10 09	14.77	2
2016 10 10 10	14.73	2
2016 10 10 11	14.75	2
2016 10 10 12	14.81	2
2016 10 10 13	14.83	2
2016 10 10 14	15.59	2
2016 10 10 15	15.57	2
2016 10 10 16	15.87	2
2016 10 10 17	15.11	2
2016 10 10 18	15.09	2
2016 10 10 19	14.95	2
2016 10 10 20	14.91	2
2016 10 10 21	14.98	2
2016 10 10 22	14.79	2
2016 10 10 23	14.89	2
2016 10 11 00	15.48	2
2016 10 11 01	15.56	2
2016 10 11 02	17.28	2
2016 10 11 03	15.83	2
2016 10 11 04	16.29	2
2016 10 11 05	15.41	2
2016 10 11 06	15.07	2
2016 10 11 07	15.12	2
2016 10 11 08	15.17	2
2016 10 11 09	15.1	2
2016 10 11 10	15.1	2
2016 10 11 11	16.65	2
2016 10 11 12	16.97	2
2016 10 11 13	17.0	2
2016 10 11 14	15.76	2
2016 10 11 15	18.0	2
2016 10 11 16	17.37	2
2016 10 11 17	17.66	2
2016 10 11 18	17.55	2
2016 10 11 19	17.14	2
2016 10 11 20	16.55	2
2016 10 11 21	17.71	2
2016 10 11 22	17.51	2
2016 10 11 23	17.46	2
2016 10 12 00	17.4	2
2016 10 12 01	17.46	2
2016 10 12 02	17.62	2
2016 10 12 03	17.53	2
2016 10 12 04	17.68	2
2016 10 12 05	17.78	2
2016 10 12 06	17.77	2
2016 10 12 07	17.69	2
2016 10 12 08	17.47	2
2016 10 12 09	17.52	2
2016 10 12 10	17.52	2
2016 10 12 11	17.55	2
2016 10 12 12	17.75	2
2016 10 12 13	17.77	2
2016 10 12 14	17.63	2
2016 10 12 15	17.45	2
2016 10 12 16	17.3	2
2016 10 12 17	17.88	2
2016 10 12 18	17.72	2
2016 10 12 19	17.46	2
2016 10 12 20	17.54	2
2016 10 12 21	17.24	2
2016 10 12 22	16.98	2
2016 10 12 23	16.69	2
2016 10 13 00	16.77	2
2016 10 13 01	16.91	2
2016 10 13 02	16.95	2
2016 10 13 03	16.87	2
2016 10 13 04	16.79	2
2016 10 13 05	16.94	2
2016 10 13 06	16.47	2
2016 10 13 07	16.24	2
2016 10 13 08	15.98	2
2016 10 13 09	15.87	2
2016 10 13 10	15.88	2
2016 10 13 11	16.05	2
2016 10 13 12	16.09	2
2016 10 13 13	16.25	2
2016 10 13 14	16.26	2
2016 10 13 15	16.26	2
2016 10 13 16	16.2	2
2016 10 13 17	16.0	2
2016 10 13 18	15.77	2
2016 10 13 19	15.31	2
2016 10 13 20	15.32	2
2016 10 13 21	15.46	2
2016 10 13 22	15.46	2
2016 10 13 23	15.57	2
2016 10 14 00	15.73	2
2016 10 14 01	15.91	2
2016 10 14 02	16.05	2
2016 10 14 03	15.98	2
2016 10 14 04	15.85	2
2016 10 14 05	16.09	2
2016 10 14 06	15.81	2
2016 10 14 07	15.71	2
2016 10 14 08	15.39	2
2016 10 14 09	15.29	2
2016 10 14 10	15.44	2
2016 10 14 11	15.62	2
2016 10 14 12	15.55	2
2016 10 14 13	15.74	2
2016 10 14 14	15.88	2
2016 10 14 15	15.6	2
2016 10 14 16	15.43	2
2016 10 14 17	15.38	2
2016 10 14 18	15.32	2
2016 10 14 19	15.26	2
2016 10 14 20	15.2	2
2016 10 14 21	15.35	2
2016 10 14 22	15.63	2
2016 10 14 23	15.72	2
2016 10 15 00	15.66	2
2016 10 15 01	15.62	2
2016 10 15 02	15.5	2
2016 10 15 03	15.51	2
2016 10 15 04	15.51	2
2016 10 15 05	15.46	2
2016 10 15 06	15.31	2
2016 10 15 07	15.29	2
2016 10 15 08	15.21	2
2016 10 15 09	15.16	2
2016 10 15 10	15.07	2
2016 10 15 11	15.5	2
2016 10 15 12	15.45	2
2016 10 15 13	15.38	2
2016 10 15 14	15.85	2
2016 10 15 15	16.0	2
2016 10 15 16	15.98	2
2016 10 15 17	15.9	2
2016 10 15 18	15.56	2
2016 10 15 19	15.32	2
2016 10 15 20	15.3	2
2016 10 15 21	15.38	2
2016 10 15 22	15.26	2
2016 10 15 23	15.25	2
2016 10 16 00	15.28	2
2016 10 16 01	15.29	2
2016 10 16 02	15.34	2
2016 10 16 03	15.8	2
2016 10 16 04	15.62	2
2016 10 16 05	15.84	2
2016 10 16 06	15.75	2
2016 10 16 07	15.63	2
2016 10 16 08	15.53	2
2016 10 16 09	15.54	2
2016 10 16 10	15.66	2
2016 10 16 11	15.56	2
2016 10 16 12	15.62	2
2016 10 16 13	15.51	2
2016 10 16 14	15.38	2
2016 10 16 15	15.29	2
2016 10 16 16	15.2	2
2016 10 16 17	15.78	2
2016 10 16 18	15.6	2
2016 10 16 19	15.52	2
2016 10 16 20	15.64	2
2016 10 16 21	15.7	2
2016 10 16 22	15.6	2
2016 10 16 23	15.61	2
2016 10 17 00	15.47	2
2016 10 17 01	15.23	2
2016 10 17 02	15.21	2
2016 10 17 03	15.41	2
2016 10 17 04	15.44	2
2016 10 17 05	15.5	2
2016 10 17 06	15.99	2
2016 10 17 07	15.89	2
2016 10 17 08	15.84	2
2016 10 17 09	15.67	2
2016 10 17 10	15.75	2
2016 10 17 11	15.75	2
2016 10 17 12	15.83	2
2016 10 17 13	15.87	2
2016 10 17 14	16.61	2
2016 10 17 15	17.52	2
2016 10 17 16	17.24	2
2016 10 17 17	17.21	2
2016 10 17 18	17.12	2
2016 10 17 19	17.0	2
2016 10 17 20	16.72	2
2016 10 17 21	16.8	2
2016 10 17 22	16.66	2
2016 10 17 23	16.22	2
2016 10 18 00	16.32	2
2016 10 18 01	16.34	2
2016 10 18 02	16.56	2
2016 10 18 03	16.9	2
2016 10 18 04	16.98	2
2016 10 18 05	17.02	2
2016 10 18 06	17.0	2
2016 10 18 07	16.95	2
2016 10 18 08	16.91	2
2016 10 18 09	16.87	2
2016 10 18 10	16.87	2
2016 10 18 11	16.87	2
2016 10 18 12	16.76	2
2016 10 18 13	16.81	2
2016 10 18 14	16.82	2
2016 10 18 15	16.8	2
2016 10 18 16	16.76	2
2016 10 18 17	16.72	2
2016 10 18 18	16.61	2
2016 10 18 19	16.63	2
2016 10 18 20	16.56	2
2016 10 18 21	16.54	2
2016 10 18 22	16.52	2
2016 10 18 23	16.51	2
2016 10 19 00	16.48	2
2016 10 19 01	16.44	2
2016 10 19 02	16.4	2
2016 10 19 03	16.25	2
2016 10 19 04	16.12	2
2016 10 19 05	16.01	2
2016 10 19 06	15.88	2
2016 10 19 07	15.86	2
2016 10 19 08	15.87	2
2016 10 19 09	15.9	2
2016 10 19 10	15.95	2
2016 10 19 11	16.01	2
2016 10 19 12	16.02	2
2016 10 19 13	16.01	2
2016 10 19 14	16.02	2
2016 10 19 15	15.96	2
2016 10 19 16	15.83	2
2016 10 19 17	15.81	2
2016 10 19 18	15.7	2
2016 10 19 19	15.55	2
2016 10 19 20	15.53	2
2016 10 19 21	15.58	2
2016 10 19 22	15.58	2
2016 10 19 23	15.59	2
2016 10 20 00	15.63	2
2016 10 20 01	15.62	2
2016 10 20 02	15.62	2
2016 10 20 03	15.61	2
2016 10 20 04	15.59	2
2016 10 20 05	15.55	2
2016 10 20 06	15.49	2
2016 10 20 07	15.4	2
2016 10 20 08	15.39	2
2016 10 20 09	15.44	2
2016 10 20 10	15.5	2
2016 10 20 11	15.37	2
2016 10 20 12	15.36	2
2016 10 20 13	15.4	2
2016 10 20 14	15.36	2
2016 10 20 15	15.3	2
2016 10 20 16	15.22	2
2016 10 20 17	15.09	2
2016 10 20 18	14.97	2
2016 10 20 19	14.91	2
2016 10 20 20	14.9	2
2016 10 20 21	14.84	2
2016 10 20 22	14.89	2
2016 10 20 23	14.89	2
2016 10 21 00	14.89	2
2016 10 21 01	14.92	2
2016 10 21 02	14.87	2
2016 10 21 03	14.82	2
2016 10 21 04	14.78	2
2016 10 21 05	14.73	2
2016 10 21 06	14.68	2
2016 10 21 07	14.67	2
2016 10 21 08	14.57	2
2016 10 21 09	14.6	2
2016 10 21 10	14.58	2
2016 10 21 11	14.67	2
2016 10 21 12	14.77	2
2016 10 21 13	14.81	2
2016 10 21 14	14.82	2
2016 10 21 15	14.82	2
2016 10 21 16	14.83	2
2016 10 21 17	14.73	2
2016 10 21 18	14.68	2
2016 10 21 19	14.21	2
2016 10 21 20	14.26	2
2016 10 21 21	14.1	2
2016 10 21 22	14.07	2
2016 10 21 23	14.13	2
2016 10 22 00	14.15	2
2016 10 22 01	14.38	2
2016 10 22 02	14.4	2
2016 10 22 03	14.41	2
2016 10 22 04	14.38	2
2016 10 22 05	14.3	2
2016 10 22 06	14.23	2
2016 10 22 07	14.13	2
2016 10 22 08	14.19	2
2016 10 22 09	14.3	2
2016 10 22 10	14.24	2
2016 10 22 11	14.0	2
2016 10 22 12	14.17	2
2016 10 22 13	14.36	2
2016 10 22 14	14.4	2
2016 10 22 15	14.25	2
2016 10 22 16	14.38	2
2016 10 22 17	14.29	2
2016 10 22 18	14.28	2
2016 10 22 19	14.36	2
2016 10 22 20	14.4	2
2016 10 22 21	14.33	2
2016 10 22 22	14.29	2
2016 10 22 23	14.28	2
2016 10 23 00	14.29	2
2016 10 23 01	14.26	2
2016 10 23 02	14.25	2
2016 10 23 03	14.25	2
2016 10 23 04	14.24	2
2016 10 23 05	14.23	2
2016 10 23 06	14.22	2
2016 10 23 07	14.0	2
2016 10 23 08	14.12	2
2016 10 23 09	14.06	2
2016 10 23 10	13.88	2
2016 10 23 11	14.14	2
2016 10 23 12	14.24	2
2016 10 23 13	14.19	2
2016 10 23 14	14.3	2
2016 10 23 15	14.33	2
2016 10 23 16	14.34	2
2016 10 23 17	14.3	2
2016 10 23 18	14.26	2
2016 10 23 19	14.11	2
2016 10 23 20	13.97	2
2016 10 23 21	14.09	2
2016 10 23 22	14.18	2
2016 10 23 23	14.12	2
2016 10 24 00	14.16	2
2016 10 24 01	14.32	2
2016 10 24 02	14.33	2
2016 10 24 03	14.31	2
2016 10 24 04	14.3	2
2016 10 24 05	14.3	2
2016 10 24 06	14.35	2
2016 10 24 07	14.38	2
2016 10 24 08	14.32	2
2016 10 24 09	14.17	2
2016 10 24 10	14.22	2
2016 10 24 11	14.28	2
2016 10 24 12	14.29	2
2016 10 24 13	14.33	2
2016 10 24 14	14.36	2
2016 10 24 15	14.46	2
2016 10 24 16	14.39	2
2016 10 24 17	14.38	2
2016 10 24 18	14.41	2
2016 10 24 19	14.35	2
2016 10 24 20	14.32	2
2016 10 24 21	14.53	2
2016 10 24 22	14.42	2
2016 10 24 23	14.37	2
2016 10 25 00	14.38	2
2016 10 25 01	14.48	2
2016 10 25 02	14.48	2
2016 10 25 03	14.46	2
2016 10 25 04	14.51	2
2016 10 25 05	14.48	2
2016 10 25 06	14.42	2
2016 10 25 07	14.41	2
2016 10 25 08	14.38	2
2016 10 25 09	14.28	2
2016 10 25 10	14.57	2
2016 10 25 11	14.82	2
2016 10 25 12	14.95	2
2016 10 25 13	15.01	2
2016 10 25 14	14.99	2
2016 10 25 15	15.11	2
2016 10 25 16	14.89	2
2016 10 25 17	15.01	2
2016 10 25 18	14.83	2
2016 10 25 19	14.91	2
2016 10 25 20	14.96	2
2016 10 25 21	15.01	2
2016 10 25 22	14.98	2
2016 10 25 23	15.27	2
2016 10 26 00	15.31	2
2016 10 26 01	15.29	2
2016 10 26 02	15.31	2
2016 10 26 03	15.31	2
2016 10 26 04	15.3	2
2016 10 26 05	15.35	2
2016 10 26 06	15.37	2
2016 10 26 07	15.41	2
2016 10 26 08	15.49	2
2016 10 26 09	15.45	2
2016 10 26 10	15.46	2
2016 10 26 11	15.53	2
2016 10 26 12	15.62	2
2016 10 26 13	15.72	2
2016 10 26 14	15.73	2
2016 10 26 15	15.71	2
2016 10 26 16	15.68	2
2016 10 26 17	15.62	2
2016 10 26 18	15.48	2
2016 10 26 19	15.51	2
2016 10 26 20	15.8	2
2016 10 26 21	16.16	2
2016 10 26 22	16.43	2
2016 10 26 23	16.32	2
2016 10 27 00	16.15	2
2016 10 27 01	16.13	2
2016 10 27 02	15.92	2
2016 10 27 03	15.84	2
2016 10 27 04	15.51	2
2016 10 27 05	15.57	2
2016 10 27 06	15.64	2
2016 10 27 07	15.58	2
2016 10 27 08	15.51	2
2016 10 27 09	15.57	2
2016 10 27 10	15.82	2
2016 10 27 11	16.02	2
2016 10 27 12	16.04	2
2016 10 27 13	16.05	2
2016 10 27 14	16.02	2
2016 10 27 15	15.93	2
2016 10 27 16	15.87	2
2016 10 27 17	15.97	2
2016 10 27 18	15.99	2
2016 10 27 19	15.9	2
2016 10 27 20	15.74	2
2016 10 27 21	15.72	2
2016 10 27 22	15.75	2
2016 10 27 23	15.8	2
2016 10 28 00	15.79	2
2016 10 28 01	15.96	2
2016 10 28 02	15.92	2
2016 10 28 03	15.91	2
2016 10 28 04	15.87	2
2016 10 28 05	15.88	2
2016 10 28 06	15.87	2
2016 10 28 07	15.87	2
2016 10 28 08	15.85	2
2016 10 28 09	15.85	2
2016 10 28 10	15.86	2
2016 10 28 11	15.92	2
2016 10 28 12	15.88	2
2016 10 28 13	16.06	2
2016 10 28 14	16.1	2
2016 10 28 15	16.07	2
2016 10 28 16	16.13	2
2016 10 28 17	16.12	2
2016 10 28 18	16.13	2
2016 10 28 19	16.1	2
2016 10 28 20	16.07	2
2016 10 28 21	15.95	2
2016 10 28 22	15.9	2
2016 10 28 23	15.87	2
2016 10 29 00	15.85	2
2016 10 29 01	15.81	2
2016 10 29 02	15.97	2
2016 10 29 03	16.09	2
2016 10 29 04	16.08	2
2016 10 29 05	15.91	2
2016 10 29 06	15.84	2
2016 10 29 07	15.81	2
2016 10 29 08	15.76	2
2016 10 29 09	15.84	2
2016 10 29 10	15.91	2
2016 10 29 11	15.9	2
2016 10 29 12	15.85	2
2016 10 29 13	15.94	2
2016 10 29 14	15.97	2
2016 10 29 15	16.05	2
2016 10 29 16	16.05	2
2016 10 29 17	16.06	2
2016 10 29 18	16.07	2
2016 10 29 19	16.05	2
2016 10 29 20	16.04	2
2016 10 29 21	16.03	2
2016 10 29 22	16.02	2
2016 10 29 23	16.01	2
2016 10 30 00	16.01	2
2016 10 30 01	15.95	2
2016 10 30 02	15.96	2
2016 10 30 03	15.94	2
2016 10 30 04	15.93	2
2016 10 30 05	15.93	2
2016 10 30 06	15.93	2
2016 10 30 07	15.95	2
2016 10 30 08	16.06	2
2016 10 30 09	16.12	2
2016 10 30 10	16.13	2
2016 10 30 11	16.11	2
2016 10 30 12	16.0	2
2016 10 30 13	16.07	2
2016 10 30 14	16.18	2
2016 10 30 15	16.33	2
2016 10 30 16	16.42	2
2016 10 30 17	16.46	2
2016 10 30 18	16.46	2
2016 10 30 19	16.49	2
2016 10 30 20	16.52	2
2016 10 30 21	16.43	2
2016 10 30 22	16.66	2
2016 10 30 23	16.55	2
2016 10 31 00	16.5	2
2016 10 31 01	16.42	2
2016 10 31 02	16.33	2
2016 10 31 03	16.38	2
2016 10 31 04	16.44	2
2016 10 31 05	16.34	2
2016 10 31 06	16.35	2
2016 10 31 07	16.32	2
2016 10 31 08	16.29	2
2016 10 31 09	16.4	2
2016 10 31 10	16.39	2
2016 10 31 11	16.46	2
2016 10 31 12	16.45	2
2016 10 31 13	16.44	2
2016 10 31 14	16.41	2
2016 10 31 15	16.4	2
2016 10 31 16	16.4	2
2016 10 31 17	16.38	2
2016 10 31 18	16.76	2
2016 10 31 19	16.74	2
2016 10 31 20	16.68	2
2016 10 31 21	16.46	2
2016 10 31 22	16.57	2
2016 10 31 23	16.48	2
2016 11 01 00	16.49	2
2016 11 01 01	16.44	2
2016 11 01 02	16.39	2
2016 11 01 03	16.33	2
2016 11 01 04	16.3	2
2016 11 01 05	16.25	2
2016 11 01 06	16.22	2
2016 11 01 07	16.54	2
2016 11 01 08	16.56	2
2016 11 01 09	16.52	2
2016 11 01 10	16.7	2
2016 11 01 11	16.73	2
2016 11 01 12	16.79	2
2016 11 01 13	16.73	2
2016 11 01 14	16.62	2
2016 11 01 15	16.4	2
2016 11 01 16	16.36	2
2016 11 01 17	16.73	2
2016 11 01 18	16.77	2
2016 11 01 19	17.14	2
2016 11 01 20	17.59	2
2016 11 01 21	17.78	2
2016 11 01 22	17.56	2
2016 11 01 23	17.67	2
2016 11 02 00	17.38	2
2016 11 02 01	17.31	2
2016 11 02 02	17.02	2
2016 11 02 03	17.44	2
2016 11 02 04	17.44	2
2016 11 02 05	17.54	2
2016 11 02 06	17.75	2
2016 11 02 07	17.95	2
2016 11 02 08	18.02	2
2016 11 02 09	18.05	2
2016 11 02 10	18.14	2
2016 11 02 11	18.15	2
2016 11 02 12	18.14	2
2016 11 02 13	18.15	2
2016 11 02 14	18.16	2
2016 11 02 15	18.17	2
2016 11 02 16	18.13	2
2016 11 02 17	18.13	2
2016 11 02 18	18.01	2
2016 11 02 19	17.98	2
2016 11 02 20	17.97	2
2016 11 02 21	17.99	2
2016 11 02 22	18.15	2
2016 11 02 23	18.17	2
2016 11 03 00	18.16	2
2016 11 03 01	18.14	2
2016 11 03 02	18.0	2
2016 11 03 03	18.01	2
2016 11 03 04	17.93	2
2016 11 03 05	17.87	2
2016 11 03 06	17.66	2
2016 11 03 07	17.67	2
2016 11 03 08	17.72	2
2016 11 03 09	17.77	2
2016 11 03 10	17.85	2
2016 11 03 11	17.89	2
2016 11 03 12	17.98	2
2016 11 03 13	18.01	2
2016 11 03 14	17.95	2
2016 11 03 15	17.91	2
2016 11 03 16	17.8	2
2016 11 03 17	17.67	2
2016 11 03 18	17.63	2
2016 11 03 19	17.64	2
2016 11 03 20	17.54	2
2016 11 03 21	17.4	2
2016 11 03 22	17.39	2
2016 11 03 23	17.41	2
2016 11 04 00	17.61	2
2016 11 04 01	17.58	2
2016 11 04 02	17.42	2
2016 11 04 03	17.38	2
2016 11 04 04	17.06	2
2016 11 04 05	16.93	2
2016 11 04 06	16.63	2
2016 11 04 07	16.62	2
2016 11 04 08	16.73	2
2016 11 04 09	16.74	2
2016 11 04 10	16.81	2
2016 11 04 11	16.95	2
2016 11 04 12	17.01	2
2016 11 04 13	17.03	2
2016 11 04 14	16.88	2
2016 11 04 15	16.71	2
2016 11 04 16	16.45	2
2016 11 04 17	16.21	2
2016 11 04 18	16.16	2
2016 11 04 19	16.37	2
2016 11 04 20	16.19	2
2016 11 04 21	16.21	2
2016 11 04 22	16.1	2
2016 11 04 23	16.25	2
2016 11 05 00	16.37	2
2016 11 05 01	16.28	2
2016 11 05 02	16.18	2
2016 11 05 03	16.15	2
2016 11 05 04	16.01	2
2016 11 05 05	15.96	2
2016 11 05 06	16.05	2
2016 11 05 07	16.21	2
2016 11 05 08	16.52	2
2016 11 05 09	16.64	2
2016 11 05 10	16.44	2
2016 11 05 11	16.37	2
2016 11 05 12	16.36	2
2016 11 05 13	16.34	2
2016 11 05 14	16.28	2
2016 11 05 15	16.29	2
2016 11 05 16	16.37	2
2016 11 05 17	16.56	2
2016 11 05 18	17.02	2
2016 11 05 19	17.18	2
2016 11 05 20	17.19	2
2016 11 05 21	17.14	2
2016 11 05 22	17.08	2
2016 11 05 23	17.0	2
2016 11 06 00	17.03	2
2016 11 06 01	17.06	2
2016 11 06 02	17.14	2
2016 11 06 03	17.11	2
2016 11 06 04	16.97	2
2016 11 06 05	16.91	2
2016 11 06 06	16.98	2
2016 11 06 07	17.22	2
2016 11 06 08	17.3	2
2016 11 06 09	17.32	2
2016 11 06 10	17.33	2
2016 11 06 11	17.36	2
2016 11 06 12	17.46	2
2016 11 06 13	17.48	2
2016 11 06 14	17.45	2
2016 11 06 15	17.4	2
2016 11 06 16	17.4	2
2016 11 06 17	17.34	2
2016 11 06 18	17.27	2
2016 11 06 19	17.23	2
2016 11 06 20	17.2	2
2016 11 06 21	17.21	2
2016 11 06 22	17.19	2
2016 11 06 23	17.16	2
2016 11 07 00	17.14	2
2016 11 07 01	17.13	2
2016 11 07 02	17.12	2
2016 11 07 03	17.11	2
2016 11 07 04	17.11	2
2016 11 07 05	17.1	2
2016 11 07 06	17.09	2
2016 11 07 07	17.07	2
2016 11 07 08	17.0	2
2016 11 07 09	16.97	2
2016 11 07 10	16.96	2
2016 11 07 11	17.03	2
2016 11 07 12	17.05	2
2016 11 07 13	17.02	2
2016 11 07 14	16.97	2
2016 11 07 15	16.9	2
2016 11 07 16	16.9	2
2016 11 07 17	16.81	2
2016 11 07 18	16.79	2
2016 11 07 19	16.77	2
2016 11 07 20	16.71	2
2016 11 07 21	16.63	2
2016 11 07 22	16.57	2
2016 11 07 23	16.54	2
2016 11 08 00	16.52	2
2016 11 08 01	16.5	2
2016 11 08 02	16.5	2
2016 11 08 03	16.47	2
2016 11 08 04	16.45	2
2016 11 08 05	16.42	2
2016 11 08 06	16.45	2
2016 11 08 07	16.43	2
2016 11 08 08	16.25	2
2016 11 08 09	16.2	2
2016 11 08 10	16.12	2
2016 11 08 11	16.0	2
2016 11 08 12	15.77	2
2016 11 08 13	16.44	2
2016 11 08 14	16.37	2
2016 11 08 15	16.23	2
2016 11 08 16	16.1	2
2016 11 08 17	16.07	2
2016 11 08 18	15.9	2
2016 11 08 19	15.7	2
2016 11 08 20	16.54	2
2016 11 08 21	16.82	2
2016 11 08 22	16.82	2
2016 11 08 23	16.74	2
2016 11 09 00	16.61	2
2016 11 09 01	16.66	2
2016 11 09 02	16.54	2
2016 11 09 03	16.38	2
2016 11 09 04	16.15	2
2016 11 09 05	15.95	2
2016 11 09 06	15.91	2
2016 11 09 07	15.94	2
2016 11 09 08	15.94	2
2016 11 09 09	15.97	2
2016 11 09 10	16.13	2
2016 11 09 11	16.29	2
2016 11 09 12	16.51	2
2016 11 09 13	16.68	2
2016 11 09 14	16.68	2
2016 11 09 15	16.72	2
2016 11 09 16	16.75	2
2016 11 09 17	16.74	2
2016 11 09 18	16.71	2
2016 11 09 19	16.66	2
2016 11 09 20	16.65	2
2016 11 09 21	16.63	2
2016 11 09 22	16.61	2
2016 11 09 23	16.62	2
2016 11 10 00	16.62	2
2016 11 10 01	16.6	2
2016 11 10 02	16.6	2
2016 11 10 03	16.59	2
2016 11 10 04	16.58	2
2016 11 10 05	16.53	2
2016 11 10 06	16.5	2
2016 11 10 07	16.5	2
2016 11 10 08	16.48	2
2016 11 10 09	16.44	2
2016 11 10 10	16.33	2
2016 11 10 11	16.19	2
2016 11 10 12	16.27	2
2016 11 10 13	16.33	2
2016 11 10 14	16.23	2
2016 11 10 15	16.06	2
2016 11 10 16	16.05	2
2016 11 10 17	16.05	2
2016 11 10 18	16.11	2
2016 11 10 19	16.16	2
2016 11 10 20	16.2	2
2016 11 10 21	16.3	2
2016 11 10 22	16.36	2
2016 11 10 23	16.38	2
2016 11 11 00	16.45	2
2016 11 11 01	16.47	2
2016 11 11 02	16.46	2
2016 11 11 03	16.44	2
2016 11 11 04	16.44	2
2016 11 11 05	16.43	2
2016 11 11 06	16.42	2
2016 11 11 07	16.4	2
2016 11 11 08	16.39	2
2016 11 11 09	16.4	2
2016 11 11 10	16.37	2
2016 11 11 11	16.29	2
2016 11 11 12	16.19	2
2016 11 11 13	16.19	2
2016 11 11 14	16.2	2
2016 11 11 15	16.23	2
2016 11 11 16	16.31	2
2016 11 11 17	16.39	2
2016 11 11 18	16.31	2
2016 11 11 19	16.3	2
2016 11 11 20	16.28	2
2016 11 11 21	16.26	2
2016 11 11 22	16.26	2
2016 11 11 23	16.25	2
2016 11 12 00	16.28	2
2016 11 12 01	16.27	2
2016 11 12 02	16.38	2
2016 11 12 03	16.41	2
2016 11 12 04	16.4	2
2016 11 12 05	16.4	2
2016 11 12 06	16.38	2
2016 11 12 07	16.32	2
2016 11 12 08	16.37	2
2016 11 12 09	16.37	2
2016 11 12 10	16.33	2
2016 11 12 11	16.28	2
2016 11 12 12	16.37	2
2016 11 12 13	16.3	2
2016 11 12 14	16.33	2
2016 11 12 15	16.22	2
2016 11 12 16	16.21	2
2016 11 12 17	16.29	2
2016 11 12 18	16.29	2
2016 11 12 19	16.34	2
2016 11 12 20	16.31	2
2016 11 12 21	16.25	2
2016 11 12 22	16.26	2
2016 11 12 23	16.22	2
2016 11 13 00	16.31	2
2016 11 13 01	16.25	2
2016 11 13 02	16.33	2
2016 11 13 03	16.33	2
2016 11 13 04	16.41	2
2016 11 13 05	16.38	2
2016 11 13 06	16.38	2
2016 11 13 07	16.31	2
2016 11 13 08	16.28	2
2016 11 13 09	16.26	2
2016 11 13 10	16.25	2
2016 11 13 11	16.27	2
2016 11 13 12	16.29	2
2016 11 13 13	16.5	2
2016 11 13 14	16.52	2
2016 11 13 15	16.51	2
2016 11 13 16	16.5	2
2016 11 13 17	16.47	2
2016 11 13 18	16.46	2
2016 11 13 19	16.44	2
2016 11 13 20	16.41	2
2016 11 13 21	16.39	2
2016 11 13 22	16.36	2
2016 11 13 23	16.36	2
2016 11 14 00	16.35	2
2016 11 14 01	16.4	2
2016 11 14 02	16.39	2
2016 11 14 03	16.48	2
2016 11 14 04	16.42	2
2016 11 14 05	16.42	2
2016 11 14 06	16.36	2
2016 11 14 07	16.32	2
2016 11 14 08	16.29	2
2016 11 14 09	16.28	2
2016 11 14 10	16.26	2
2016 11 14 11	16.22	2
2016 11 14 12	16.2	2
2016 11 14 13	16.16	2
2016 11 14 14	16.08	2
2016 11 14 15	16.22	2
2016 11 14 16	16.41	2
2016 11 14 17	16.58	2
2016 11 14 18	16.66	2
2016 11 14 19	16.7	2
2016 11 14 20	16.67	2
2016 11 14 21	16.66	2
2016 11 14 22	16.49	2
2016 11 14 23	16.25	2
2016 11 15 00	16.15	2
2016 11 15 01	16.11	2
2016 11 15 02	16.04	2
2016 11 15 03	15.92	2
2016 11 15 04	16.01	2
2016 11 15 05	15.95	2
2016 11 15 06	15.88	2
2016 11 15 07	15.87	2
2016 11 15 08	15.92	2
2016 11 15 09	16.08	2
2016 11 15 10	16.09	2
2016 11 15 11	16.17	2
2016 11 15 12	16.3	2
2016 11 15 13	16.39	2
2016 11 15 14	16.26	2
2016 11 15 15	16.14	2
2016 11 15 16	16.0	2
2016 11 15 17	15.9	2
2016 11 15 18	15.9	2
2016 11 15 19	15.87	2
2016 11 15 20	15.87	2
2016 11 15 21	15.87	2
2016 11 15 22	15.87	2
2016 11 15 23	15.86	2
2016 11 16 00	15.86	2
2016 11 16 01	15.82	2
2016 11 16 02	15.82	2
2016 11 16 03	15.75	2
2016 11 16 04	15.32	2
2016 11 16 05	15.59	2
2016 11 16 06	15.6	2
2016 11 16 07	15.6	2
2016 11 16 08	15.63	2
2016 11 16 09	15.65	2
2016 11 16 10	15.79	2
2016 11 16 11	15.83	2
2016 11 16 12	15.86	2
2016 11 16 13	15.91	2
2016 11 16 14	15.93	2
2016 11 16 15	15.92	2
2016 11 16 16	15.83	2
2016 11 16 17	15.45	2
2016 11 16 18	15.21	2
2016 11 16 19	15.27	2
2016 11 16 20	15.29	2
2016 11 16 21	15.26	2
2016 11 16 22	15.35	2
2016 11 16 23	15.37	2
2016 11 17 00	15.41	2
2016 11 17 01	15.81	2
2016 11 17 02	15.72	2
2016 11 17 03	15.71	2
2016 11 17 04	15.57	2
2016 11 17 05	15.31	2
2016 11 17 06	15.28	2
2016 11 17 07	15.36	2
2016 11 17 08	15.33	2
2016 11 17 09	15.41	2
2016 11 17 10	15.29	2
2016 11 17 11	15.31	2
2016 11 17 12	15.36	2
2016 11 17 13	15.39	2
2016 11 17 14	15.5	2
2016 11 17 15	15.59	2
2016 11 17 16	15.49	2
2016 11 17 17	15.8	2
2016 11 17 18	15.97	2
2016 11 17 19	15.95	2
2016 11 17 20	15.94	2
2016 11 17 21	15.92	2
2016 11 17 22	15.84	2
2016 11 17 23	15.75	2
2016 11 18 00	15.83	2
2016 11 18 01	15.74	2
