,Año_left,Mes_left,tmed,prec,tmin,tmax,estación meteorológica,Altura_Media_Ola,Periodo_Medio,Playa,Temperatura del AguaºC
6,2010,07,18.470000000000002,0.8071428571428572,14.0,22.933333333333334,La Coruña Aeropuerto,2.180389784946237,9.339543010752688,Peñarronda/Cadavedo,15.421236559139784
6,2010,07,18.470000000000002,0.8071428571428572,14.0,22.933333333333334,La Coruña Aeropuerto,1.5512365591397848,8.749623655913979,Salinas,19.009274193548386
6,2010,07,18.470000000000002,0.8071428571428572,14.0,22.933333333333334,La Coruña Aeropuerto,1.313166441136671,6.054844384303112,Vega/Ribadesella,20.095632530120483
6,2010,07,18.470000000000002,0.8071428571428572,14.0,22.933333333333334,La Coruña Aeropuerto,1.3871236559139786,8.862836021505377,Plentzia/Mundaka/Zarautz,21.600403225806453
7,2010,08,19.09333333333333,0.4642857142857143,14.166666666666666,24.013333333333332,La Coruña Aeropuerto,1.5724495289367428,7.126460296096904,Razon/Doniños/Pantín,18.39516129032258
7,2010,08,19.09333333333333,0.4642857142857143,14.166666666666666,24.013333333333332,La Coruña Aeropuerto,1.7542777777777776,8.158388888888888,Peñarronda/Cadavedo,16.65486111111111
7,2010,08,19.09333333333333,0.4642857142857143,14.166666666666666,24.013333333333332,La Coruña Aeropuerto,1.183858858858859,7.317222222222223,Salinas,19.6996996996997
7,2010,08,19.09333333333333,0.4642857142857143,14.166666666666666,24.013333333333332,La Coruña Aeropuerto,1.0562721893491123,5.374378698224852,Vega/Ribadesella,20.316064257028113
7,2010,08,19.09333333333333,0.4642857142857143,14.166666666666666,24.013333333333332,La Coruña Aeropuerto,1.0829514824797843,7.231832884097035,Plentzia/Mundaka/Zarautz,22.35524193548387
8,2010,09,17.126666666666665,1.0777777777777777,11.956666666666667,22.31,La Coruña Aeropuerto,1.9633194444444444,9.617611111111112,Razon/Doniños/Pantín,16.973214285714285
8,2010,09,17.126666666666665,1.0777777777777777,11.956666666666667,22.31,La Coruña Aeropuerto,1.7036962365591397,7.8849193548387095,Peñarronda/Cadavedo,18.261962365591398
8,2010,09,17.126666666666665,1.0777777777777777,11.956666666666667,22.31,La Coruña Aeropuerto,1.9935498489425982,8.0447583081571,Salinas,13.554984894259817
8,2010,09,17.126666666666665,1.0777777777777777,11.956666666666667,22.31,La Coruña Aeropuerto,1.3000833333333333,6.314986111111111,Vega/Ribadesella,18.203206997084546
8,2010,09,17.126666666666665,1.0777777777777777,11.956666666666667,22.31,La Coruña Aeropuerto,1.5086647727272726,9.761548295454546,Plentzia/Mundaka/Zarautz,20.682916666666667
9,2010,10,15.182608695652174,6.559259259259259,10.886956521739132,19.38064516129032,La Coruña Aeropuerto,2.783064516129032,9.18510752688172,Razon/Doniños/Pantín,
9,2010,10,15.182608695652174,6.559259259259259,10.886956521739132,19.38064516129032,La Coruña Aeropuerto,1.518454301075269,7.754059139784947,Peñarronda/Cadavedo,19.444086021505377
9,2010,10,15.182608695652174,6.559259259259259,10.886956521739132,19.38064516129032,La Coruña Aeropuerto,2.0802150537634407,9.350067204301075,Salinas,13.812903225806451
9,2010,10,15.182608695652174,6.559259259259259,10.886956521739132,19.38064516129032,La Coruña Aeropuerto,1.6568951612903227,6.6274999999999995,Vega/Ribadesella,17.999863201094392
9,2010,10,15.182608695652174,6.559259259259259,10.886956521739132,19.38064516129032,La Coruña Aeropuerto,1.868948087431694,9.279262295081967,Plentzia/Mundaka/Zarautz,18.053897849462366
10,2010,11,11.296551724137931,7.785714285714286,7.86551724137931,14.724137931034482,La Coruña Aeropuerto,3.489152777777778,10.06088888888889,Razon/Doniños/Pantín,
10,2010,11,11.296551724137931,7.785714285714286,7.86551724137931,14.724137931034482,La Coruña Aeropuerto,2.2318611111111113,9.966944444444444,Peñarronda/Cadavedo,19.05611111111111
10,2010,11,11.296551724137931,7.785714285714286,7.86551724137931,14.724137931034482,La Coruña Aeropuerto,3.31058064516129,12.523,Salinas,13.219706840390879
10,2010,11,11.296551724137931,7.785714285714286,7.86551724137931,14.724137931034482,La Coruña Aeropuerto,2.4822005571030643,7.327339832869081,Vega/Ribadesella,15.293759512937594
10,2010,11,11.296551724137931,7.785714285714286,7.86551724137931,14.724137931034482,La Coruña Aeropuerto,2.8971757925072046,10.156512968299712,Plentzia/Mundaka/Zarautz,15.84263888888889
11,2010,12,9.725806451612904,4.753846153846154,5.83225806451613,13.606451612903227,La Coruña Aeropuerto,2.9350881953867027,9.152754409769335,Razon/Doniños/Pantín,14.375726744186046
11,2010,12,9.725806451612904,4.753846153846154,5.83225806451613,13.606451612903227,La Coruña Aeropuerto,2.3225672043010754,9.939825268817204,Peñarronda/Cadavedo,18.361693548387098
11,2010,12,9.725806451612904,4.753846153846154,5.83225806451613,13.606451612903227,La Coruña Aeropuerto,1.533116883116883,10.92551948051948,Salinas,13.05741935483871
11,2010,12,9.725806451612904,4.753846153846154,5.83225806451613,13.606451612903227,La Coruña Aeropuerto,1.622857142857143,5.839340659340659,Vega/Ribadesella,13.357393850658859
11,2010,12,9.725806451612904,4.753846153846154,5.83225806451613,13.606451612903227,La Coruña Aeropuerto,1.64955525606469,7.768638814016173,Plentzia/Mundaka/Zarautz,13.649193548387096
12,2011,01,10.429032258064517,2.603448275862069,7.05483870967742,13.77741935483871,La Coruña Aeropuerto,3.187231182795699,9.597567204301075,Razon/Doniños/Pantín,13.678091397849462
12,2011,01,10.429032258064517,2.603448275862069,7.05483870967742,13.77741935483871,La Coruña Aeropuerto,2.961182197496523,11.022002781641168,Peñarronda/Cadavedo,15.765785813630043
12,2011,01,10.429032258064517,2.603448275862069,7.05483870967742,13.77741935483871,La Coruña Aeropuerto,1.806263888888889,10.673805555555557,Salinas,14.176527777777778
12,2011,01,10.429032258064517,2.603448275862069,7.05483870967742,13.77741935483871,La Coruña Aeropuerto,1.6806729475100943,6.496043068640646,Vega/Ribadesella,13.053541076487251
12,2011,01,10.429032258064517,2.603448275862069,7.05483870967742,13.77741935483871,La Coruña Aeropuerto,1.7396505376344085,10.193897849462365,Plentzia/Mundaka/Zarautz,12.887768817204302
13,2011,02,10.5,3.428,6.385714285714286,14.596428571428572,La Coruña Aeropuerto,4.321458333333333,12.338720238095236,Razon/Doniños/Pantín,13.09672619047619
13,2011,02,10.5,3.428,6.385714285714286,14.596428571428572,La Coruña Aeropuerto,3.780698924731183,11.221424731182795,Peñarronda/Cadavedo,14.945382585751979
13,2011,02,10.5,3.428,6.385714285714286,14.596428571428572,La Coruña Aeropuerto,1.8975504710632571,9.785706594885598,Salinas,15.607795698924733
13,2011,02,10.5,3.428,6.385714285714286,14.596428571428572,La Coruña Aeropuerto,2.60455223880597,9.380805970149254,Vega/Ribadesella,12.880576631259483
13,2011,02,10.5,3.428,6.385714285714286,14.596428571428572,La Coruña Aeropuerto,3.472008928571429,12.555833333333334,Plentzia/Mundaka/Zarautz,12.607589285714285
14,2011,03,11.548387096774194,1.9074074074074074,6.674193548387097,16.43548387096774,La Coruña Aeropuerto,2.588445945945946,9.989418918918918,Razon/Doniños/Pantín,13.107837837837836
14,2011,03,11.548387096774194,1.9074074074074074,6.674193548387097,16.43548387096774,La Coruña Aeropuerto,2.939959677419355,10.962029569892474,Peñarronda/Cadavedo,
14,2011,03,11.548387096774194,1.9074074074074074,6.674193548387097,16.43548387096774,La Coruña Aeropuerto,1.6115159944367177,8.331488178025035,Salinas,17.320416666666667
14,2011,03,11.548387096774194,1.9074074074074074,6.674193548387097,16.43548387096774,La Coruña Aeropuerto,1.631813110181311,6.320306834030683,Vega/Ribadesella,13.083848314606742
14,2011,03,11.548387096774194,1.9074074074074074,6.674193548387097,16.43548387096774,La Coruña Aeropuerto,1.722178082191781,10.61231506849315,Plentzia/Mundaka/Zarautz,12.563835616438357
15,2011,04,15.933333333333334,2.3074074074074074,10.323333333333332,21.553333333333335,La Coruña Aeropuerto,2.4142916666666667,10.155861111111111,Razon/Doniños/Pantín,14.084027777777777
15,2011,04,15.933333333333334,2.3074074074074074,10.323333333333332,21.553333333333335,La Coruña Aeropuerto,2.2400143678160918,9.83433908045977,Peñarronda/Cadavedo,
15,2011,04,15.933333333333334,2.3074074074074074,10.323333333333332,21.553333333333335,La Coruña Aeropuerto,1.6390675675675677,7.961378378378378,Salinas,18.683198924731183
15,2011,04,15.933333333333334,2.3074074074074074,10.323333333333332,21.553333333333335,La Coruña Aeropuerto,1.5022114047287898,7.06356050069541,Vega/Ribadesella,14.313725490196079
15,2011,04,15.933333333333334,2.3074074074074074,10.323333333333332,21.553333333333335,La Coruña Aeropuerto,1.833736111111111,10.822763888888888,Plentzia/Mundaka/Zarautz,14.429166666666667
16,2011,05,16.5258064516129,0.7678571428571429,11.619354838709677,21.429032258064513,La Coruña Aeropuerto,2.5628225806451614,9.162997311827956,Razon/Doniños/Pantín,14.690994623655914
16,2011,05,16.5258064516129,0.7678571428571429,11.619354838709677,21.429032258064513,La Coruña Aeropuerto,2.3626478494623657,10.458346774193549,Peñarronda/Cadavedo,12.632413793103447
16,2011,05,16.5258064516129,0.7678571428571429,11.619354838709677,21.429032258064513,La Coruña Aeropuerto,1.2598655913978496,7.8311424731182795,Salinas,20.136155913978495
16,2011,05,16.5258064516129,0.7678571428571429,11.619354838709677,21.429032258064513,La Coruña Aeropuerto,1.6472177419354839,6.9396908602150535,Vega/Ribadesella,15.363296398891967
16,2011,05,16.5258064516129,0.7678571428571429,11.619354838709677,21.429032258064513,La Coruña Aeropuerto,1.7801612903225807,10.051975806451614,Plentzia/Mundaka/Zarautz,17.398118279569893
17,2011,06,17.64333333333333,0.32962962962962966,12.976666666666667,22.273333333333333,La Coruña Aeropuerto,1.9659305555555555,8.135708333333334,Razon/Doniños/Pantín,15.861527777777777
17,2011,06,17.64333333333333,0.32962962962962966,12.976666666666667,22.273333333333333,La Coruña Aeropuerto,2.9730555555555553,9.382569444444444,Peñarronda/Cadavedo,12.752916666666668
17,2011,06,17.64333333333333,0.32962962962962966,12.976666666666667,22.273333333333333,La Coruña Aeropuerto,1.8245416666666667,10.092347222222221,Salinas,20.028750000000002
17,2011,06,17.64333333333333,0.32962962962962966,12.976666666666667,22.273333333333333,La Coruña Aeropuerto,1.3401666666666665,5.95075,Vega/Ribadesella,17.35320056899004
17,2011,06,17.64333333333333,0.32962962962962966,12.976666666666667,22.273333333333333,La Coruña Aeropuerto,1.4623055555555555,8.139125,Plentzia/Mundaka/Zarautz,18.931944444444444
18,2011,07,18.822580645161292,0.7107142857142857,15.106451612903227,22.532258064516128,La Coruña Aeropuerto,1.8162652232746956,7.987807848443842,Razon/Doniños/Pantín,17.149526387009473
18,2011,07,18.822580645161292,0.7107142857142857,15.106451612903227,22.532258064516128,La Coruña Aeropuerto,1.7449865591397848,7.849126344086022,Peñarronda/Cadavedo,13.76733870967742
18,2011,07,18.822580645161292,0.7107142857142857,15.106451612903227,22.532258064516128,La Coruña Aeropuerto,1.912043010752688,10.057647849462366,Salinas,18.843279569892474
18,2011,07,18.822580645161292,0.7107142857142857,15.106451612903227,22.532258064516128,La Coruña Aeropuerto,1.3629166666666666,5.6735618279569895,Vega/Ribadesella,18.918563685636855
18,2011,07,18.822580645161292,0.7107142857142857,15.106451612903227,22.532258064516128,La Coruña Aeropuerto,1.5988440860215054,7.906223118279569,Plentzia/Mundaka/Zarautz,19.894489247311828
19,2011,08,19.103225806451615,1.6440000000000001,14.438709677419356,23.793548387096774,La Coruña Aeropuerto,1.535174731182796,7.796962365591397,Razon/Doniños/Pantín,18.846774193548388
19,2011,08,19.103225806451615,1.6440000000000001,14.438709677419356,23.793548387096774,La Coruña Aeropuerto,1.8853055555555556,8.008291666666667,Peñarronda/Cadavedo,16.447222222222223
19,2011,08,19.103225806451615,1.6440000000000001,14.438709677419356,23.793548387096774,La Coruña Aeropuerto,2.3002361111111114,11.172930555555556,Salinas,15.869166666666665
19,2011,08,19.103225806451615,1.6440000000000001,14.438709677419356,23.793548387096774,La Coruña Aeropuerto,1.071581081081081,5.459256756756757,Vega/Ribadesella,20.322146739130435
19,2011,08,19.103225806451615,1.6440000000000001,14.438709677419356,23.793548387096774,La Coruña Aeropuerto,1.1832123655913978,7.8015860215053765,Plentzia/Mundaka/Zarautz,21.209851551956817
20,2011,09,19.983333333333334,0.5653846153846154,15.379999999999999,24.573333333333334,La Coruña Aeropuerto,2.267125,9.851166666666668,Razon/Doniños/Pantín,18.045833333333334
20,2011,09,19.983333333333334,0.5653846153846154,15.379999999999999,24.573333333333334,La Coruña Aeropuerto,1.547809139784946,7.764879032258064,Peñarronda/Cadavedo,18.61733870967742
20,2011,09,19.983333333333334,0.5653846153846154,15.379999999999999,24.573333333333334,La Coruña Aeropuerto,3.3455779569892474,11.331612903225805,Salinas,14.724596774193548
20,2011,09,19.983333333333334,0.5653846153846154,15.379999999999999,24.573333333333334,La Coruña Aeropuerto,1.5757731958762888,7.220162002945508,Vega/Ribadesella,20.111921458625524
20,2011,09,19.983333333333334,0.5653846153846154,15.379999999999999,24.573333333333334,La Coruña Aeropuerto,1.8195555555555554,10.294125,Plentzia/Mundaka/Zarautz,21.24791086350975
21,2011,10,16.84193548387097,4.2518518518518515,11.196774193548388,22.4741935483871,La Coruña Aeropuerto,2.396478494623656,10.175766129032258,Razon/Doniños/Pantín,16.410752688172042
21,2011,10,16.84193548387097,4.2518518518518515,11.196774193548388,22.4741935483871,La Coruña Aeropuerto,1.8568859649122806,8.02280701754386,Peñarronda/Cadavedo,19.788011695906434
21,2011,10,16.84193548387097,4.2518518518518515,11.196774193548388,22.4741935483871,La Coruña Aeropuerto,2.4532032301480484,11.082462987886945,Salinas,13.844683714670257
21,2011,10,16.84193548387097,4.2518518518518515,11.196774193548388,22.4741935483871,La Coruña Aeropuerto,1.5944339622641508,6.925404312668463,Vega/Ribadesella,18.025549450549452
21,2011,10,16.84193548387097,4.2518518518518515,11.196774193548388,22.4741935483871,La Coruña Aeropuerto,1.7864247311827957,10.15981182795699,Plentzia/Mundaka/Zarautz,19.731935047361297
22,2011,11,13.29,5.0680000000000005,9.093333333333334,17.493333333333332,La Coruña Aeropuerto,3.3016805555555555,10.672611111111111,Razon/Doniños/Pantín,16.110972222222223
22,2011,11,13.29,5.0680000000000005,9.093333333333334,17.493333333333332,La Coruña Aeropuerto,2.381711711711712,9.391734234234235,Peñarronda/Cadavedo,19.534234234234237
22,2011,11,13.29,5.0680000000000005,9.093333333333334,17.493333333333332,La Coruña Aeropuerto,1.7673132183908045,9.655057471264367,Salinas,12.726253687315634
22,2011,11,13.29,5.0680000000000005,9.093333333333334,17.493333333333332,La Coruña Aeropuerto,1.844486111111111,8.059527777777777,Vega/Ribadesella,15.524460431654676
22,2011,11,13.29,5.0680000000000005,9.093333333333334,17.493333333333332,La Coruña Aeropuerto,2.2199305555555555,11.19273611111111,Plentzia/Mundaka/Zarautz,16.764027777777777
23,2011,12,11.874193548387098,3.707142857142857,8.138709677419355,15.609677419354838,La Coruña Aeropuerto,3.6273252688172044,11.265793010752688,Razon/Doniños/Pantín,14.883870967741936
23,2011,12,11.874193548387098,3.707142857142857,8.138709677419355,15.609677419354838,La Coruña Aeropuerto,2.0690243902439023,10.803658536585365,Peñarronda/Cadavedo,18.64390243902439
23,2011,12,11.874193548387098,3.707142857142857,8.138709677419355,15.609677419354838,La Coruña Aeropuerto,1.9049059139784945,10.667204301075268,Salinas,12.683467741935484
23,2011,12,11.874193548387098,3.707142857142857,8.138709677419355,15.609677419354838,La Coruña Aeropuerto,2.8925384615384617,8.156476923076923,Vega/Ribadesella,14.350890207715134
23,2011,12,11.874193548387098,3.707142857142857,8.138709677419355,15.609677419354838,La Coruña Aeropuerto,3.3251075268817205,11.184099462365591,Plentzia/Mundaka/Zarautz,15.115994623655913
24,2012,01,9.739285714285714,1.764,5.146428571428571,14.325000000000001,La Coruña Aeropuerto,2.812983870967742,11.192836021505375,Razon/Doniños/Pantín,13.759139784946235
24,2012,01,9.739285714285714,1.764,5.146428571428571,14.325000000000001,La Coruña Aeropuerto,3.1143040685224843,11.01526766595289,Peñarronda/Cadavedo,15.214989293361883
24,2012,01,9.739285714285714,1.764,5.146428571428571,14.325000000000001,La Coruña Aeropuerto,2.6540000000000004,9.396152777777777,Salinas,12.893611111111111
24,2012,01,9.739285714285714,1.764,5.146428571428571,14.325000000000001,La Coruña Aeropuerto,1.7793707482993197,7.310969387755103,Vega/Ribadesella,13.433231707317074
24,2012,01,9.739285714285714,1.764,5.146428571428571,14.325000000000001,La Coruña Aeropuerto,2.3916801075268816,11.209274193548389,Plentzia/Mundaka/Zarautz,13.96747311827957
25,2012,02,7.293103448275862,0.32962962962962966,1.9344827586206896,12.644827586206896,La Coruña Aeropuerto,2.3609770114942528,9.574755747126437,Razon/Doniños/Pantín,12.941235632183908
25,2012,02,7.293103448275862,0.32962962962962966,1.9344827586206896,12.644827586206896,La Coruña Aeropuerto,1.6264837398373984,7.8637804878048785,Peñarronda/Cadavedo,20.356619144602853
25,2012,02,7.293103448275862,0.32962962962962966,1.9344827586206896,12.644827586206896,La Coruña Aeropuerto,1.2826612903225807,7.997567204301075,Salinas,14.036827956989248
25,2012,02,7.293103448275862,0.32962962962962966,1.9344827586206896,12.644827586206896,La Coruña Aeropuerto,1.6580172413793104,6.112557471264368,Vega/Ribadesella,12.200432276657061
25,2012,02,7.293103448275862,0.32962962962962966,1.9344827586206896,12.644827586206896,La Coruña Aeropuerto,1.8508045977011496,9.72676724137931,Plentzia/Mundaka/Zarautz,12.81508620689655
26,2012,03,11.241935483870968,0.9285714285714286,4.696774193548387,17.80322580645161,La Coruña Aeropuerto,2.45880376344086,10.366612903225807,Razon/Doniños/Pantín,12.766666666666666
26,2012,03,11.241935483870968,0.9285714285714286,4.696774193548387,17.80322580645161,La Coruña Aeropuerto,1.8292275280898878,8.882752808988764,Peñarronda/Cadavedo,20.13545197740113
26,2012,03,11.241935483870968,0.9285714285714286,4.696774193548387,17.80322580645161,La Coruña Aeropuerto,1.5099305555555558,7.866819444444444,Salinas,16.945694444444445
26,2012,03,11.241935483870968,0.9285714285714286,4.696774193548387,17.80322580645161,La Coruña Aeropuerto,1.4925134408602152,6.914677419354839,Vega/Ribadesella,12.258086253369273
26,2012,03,11.241935483870968,0.9285714285714286,4.696774193548387,17.80322580645161,La Coruña Aeropuerto,1.6220161290322581,10.866545698924732,Plentzia/Mundaka/Zarautz,12.829704301075267
27,2012,04,9.33,5.703333333333333,5.543333333333334,13.113333333333333,La Coruña Aeropuerto,2.969472222222222,9.362708333333332,Razon/Doniños/Pantín,13.202361111111113
27,2012,04,9.33,5.703333333333333,5.543333333333334,13.113333333333333,La Coruña Aeropuerto,2.531501706484642,8.076825938566552,Peñarronda/Cadavedo,15.677474402730375
27,2012,04,9.33,5.703333333333333,5.543333333333334,13.113333333333333,La Coruña Aeropuerto,1.3096908602150537,7.7397580645161295,Salinas,19.0752688172043
27,2012,04,9.33,5.703333333333333,5.543333333333334,13.113333333333333,La Coruña Aeropuerto,2.156736111111111,6.625847222222221,Vega/Ribadesella,12.567366946778712
27,2012,04,9.33,5.703333333333333,5.543333333333334,13.113333333333333,La Coruña Aeropuerto,2.2993194444444445,9.349694444444443,Plentzia/Mundaka/Zarautz,13.004444444444445
28,2012,05,14.603225806451613,2.0724137931034483,9.864516129032259,19.34193548387097,La Coruña Aeropuerto,1.9606720430107527,7.85747311827957,Razon/Doniños/Pantín,14.180376344086023
28,2012,05,14.603225806451613,2.0724137931034483,9.864516129032259,19.34193548387097,La Coruña Aeropuerto,4.171693548387096,11.509596774193547,Peñarronda/Cadavedo,14.379301075268819
28,2012,05,14.603225806451613,2.0724137931034483,9.864516129032259,19.34193548387097,La Coruña Aeropuerto,1.4984408602150536,8.088145161290322,Salinas,20.983870967741936
28,2012,05,14.603225806451613,2.0724137931034483,9.864516129032259,19.34193548387097,La Coruña Aeropuerto,0.9877688172043011,5.105806451612903,Vega/Ribadesella,14.03945945945946
28,2012,05,14.603225806451613,2.0724137931034483,9.864516129032259,19.34193548387097,La Coruña Aeropuerto,1.0626612903225807,7.969408602150537,Plentzia/Mundaka/Zarautz,14.665322580645162
29,2012,06,16.033333333333335,2.6206896551724137,11.71,20.36,La Coruña Aeropuerto,1.8075694444444446,8.158055555555556,Razon/Doniños/Pantín,16.0725
29,2012,06,16.033333333333335,2.6206896551724137,11.71,20.36,La Coruña Aeropuerto,4.973145161290322,12.023817204301075,Peñarronda/Cadavedo,13.244354838709677
29,2012,06,16.033333333333335,2.6206896551724137,11.71,20.36,La Coruña Aeropuerto,1.7217663421418639,8.923574408901253,Salinas,19.644166666666667
29,2012,06,16.033333333333335,2.6206896551724137,11.71,20.36,La Coruña Aeropuerto,1.1293706293706294,5.41420979020979,Vega/Ribadesella,17.31490857946554
29,2012,06,16.033333333333335,2.6206896551724137,11.71,20.36,La Coruña Aeropuerto,1.3061527777777777,8.008375,Plentzia/Mundaka/Zarautz,17.716388888888886
30,2012,07,16.67096774193548,0.44666666666666666,12.116129032258065,21.23225806451613,La Coruña Aeropuerto,1.511478494623656,7.749717741935484,Razon/Doniños/Pantín,17.79018817204301
30,2012,07,16.67096774193548,0.44666666666666666,12.116129032258065,21.23225806451613,La Coruña Aeropuerto,6.708508287292818,12.380635359116022,Peñarronda/Cadavedo,12.516949152542374
30,2012,07,16.67096774193548,0.44666666666666666,12.116129032258065,21.23225806451613,La Coruña Aeropuerto,1.8913862718707941,9.367469717362045,Salinas,18.491801075268818
30,2012,07,16.67096774193548,0.44666666666666666,12.116129032258065,21.23225806451613,La Coruña Aeropuerto,1.1024043715846994,5.608934426229508,Vega/Ribadesella,19.71392405063291
30,2012,07,16.67096774193548,0.44666666666666666,12.116129032258065,21.23225806451613,La Coruña Aeropuerto,1.0659811827956989,7.721787634408602,Plentzia/Mundaka/Zarautz,20.143817204301076
31,2012,08,17.861290322580647,1.0782608695652174,13.235483870967743,22.48709677419355,La Coruña Aeropuerto,1.8667069892473118,8.178494623655915,Razon/Doniños/Pantín,18.801344086021505
31,2012,08,17.861290322580647,1.0782608695652174,13.235483870967743,22.48709677419355,La Coruña Aeropuerto,2.5387919463087245,10.671297539149888,Peñarronda/Cadavedo,12.52751677852349
