Valor nulo: -9999.9		
Fecha (GMT)	Temperatura del Agua(ºC)	Canal de obtencion de los datos
2017 07 22 11	21.47	2
2017 07 22 12	21.53	2
2017 07 22 13	21.6	2
2017 07 22 14	21.62	2
2017 07 22 15	21.67	2
2017 07 22 16	21.66	2
2017 07 22 17	21.64	2
2017 07 22 18	21.62	2
2017 07 22 19	21.61	2
2017 07 22 20	21.59	2
2017 07 22 21	21.56	2
2017 07 22 22	21.54	2
2017 07 22 23	21.52	2
2017 07 23 00	21.51	2
2017 07 23 01	21.47	2
2017 07 23 02	21.44	2
2017 07 23 03	21.41	2
2017 07 23 04	21.42	2
2017 07 23 05	21.35	2
2017 07 23 06	21.32	2
2017 07 23 07	21.3	2
2017 07 23 08	21.3	2
2017 07 23 09	21.32	2
2017 07 23 10	21.32	2
2017 07 23 11	21.31	2
2017 07 23 12	21.35	2
2017 07 23 13	21.43	2
2017 07 23 14	21.53	2
2017 07 23 15	21.62	2
2017 07 23 16	21.64	2
2017 07 23 17	21.61	2
2017 07 23 18	21.62	2
2017 07 23 19	21.58	2
2017 07 23 20	21.5	2
2017 07 23 21	21.47	2
2017 07 23 22	21.41	2
2017 07 23 23	21.39	2
2017 07 24 00	21.35	2
2017 07 24 01	21.36	2
2017 07 24 02	21.37	2
2017 07 24 03	21.39	2
2017 07 24 04	21.4	2
2017 07 24 05	21.34	2
2017 07 24 06	21.3	2
2017 07 24 07	21.27	2
2017 07 24 08	21.25	2
2017 07 24 09	21.21	2
2017 07 24 10	21.22	2
2017 07 24 11	21.24	2
2017 07 24 12	21.24	2
2017 07 24 13	21.23	2
2017 07 24 14	21.21	2
2017 07 24 15	21.21	2
2017 07 24 16	21.19	2
2017 07 24 17	21.17	2
2017 07 24 18	21.17	2
2017 07 24 19	21.21	2
2017 07 24 20	21.19	2
2017 07 24 21	21.12	2
2017 07 24 22	21.09	2
2017 07 24 23	21.09	2
2017 07 25 00	21.08	2
2017 07 25 01	21.06	2
2017 07 25 02	21.04	2
2017 07 25 03	21.01	2
2017 07 25 04	21.05	2
2017 07 25 05	21.03	2
2017 07 25 06	20.95	2
2017 07 25 07	20.92	2
2017 07 25 08	20.95	2
2017 07 25 09	20.97	2
2017 07 25 10	20.99	2
2017 07 25 11	21.01	2
2017 07 25 12	21.08	2
2017 07 25 13	21.1	2
2017 07 25 14	21.14	2
2017 07 25 15	21.16	2
2017 07 25 16	21.17	2
2017 07 25 17	21.14	2
2017 07 25 18	21.1	2
2017 07 25 19	21.12	2
2017 07 25 20	21.11	2
2017 07 25 21	21.1	2
2017 07 25 22	21.09	2
2017 07 25 23	21.08	2
2017 07 26 00	21.04	2
2017 07 26 01	21.02	2
2017 07 26 02	20.99	2
2017 07 26 03	20.98	2
2017 07 26 04	20.99	2
2017 07 26 05	20.98	2
2017 07 26 06	20.97	2
2017 07 26 07	20.96	2
2017 07 26 08	20.95	2
2017 07 26 09	20.95	2
2017 07 26 10	20.96	2
2017 07 26 11	20.99	2
2017 07 26 12	21.22	2
2017 07 26 13	21.07	2
2017 07 26 14	21.25	2
2017 07 26 15	21.34	2
2017 07 26 16	21.48	2
2017 07 26 17	21.54	2
2017 07 26 18	21.59	2
2017 07 26 19	21.42	2
2017 07 26 20	21.51	2
2017 07 26 21	21.47	2
2017 07 26 22	21.56	2
2017 07 26 23	21.48	2
2017 07 27 00	21.47	2
2017 07 27 01	21.24	2
2017 07 27 02	21.28	2
2017 07 27 03	21.32	2
2017 07 27 04	21.29	2
2017 07 27 05	21.32	2
2017 07 27 06	21.26	2
2017 07 27 07	21.11	2
2017 07 27 08	21.18	2
2017 07 27 09	21.23	2
2017 07 27 10	21.3	2
2017 07 27 11	21.27	2
2017 07 27 12	21.23	2
2017 07 27 13	21.31	2
2017 07 27 14	21.29	2
2017 07 27 15	21.43	2
2017 07 27 16	21.62	2
2017 07 27 17	21.24	2
2017 07 27 18	21.55	2
2017 07 27 19	21.65	2
2017 07 27 20	21.83	2
2017 07 27 21	21.72	2
2017 07 27 22	21.67	2
2017 07 27 23	21.63	2
2017 07 28 00	21.63	2
2017 07 28 01	21.63	2
2017 07 28 02	21.57	2
2017 07 28 03	21.54	2
2017 07 28 04	21.51	2
2017 07 28 05	21.43	2
2017 07 28 06	21.44	2
2017 07 28 07	21.47	2
2017 07 28 08	21.51	2
2017 07 28 09	21.53	2
2017 07 28 10	21.53	2
2017 07 28 11	21.59	2
2017 07 28 12	21.6	2
2017 07 28 13	21.58	2
2017 07 28 14	21.51	2
2017 07 28 15	21.59	2
2017 07 28 16	21.59	2
2017 07 28 17	21.72	2
2017 07 28 18	21.84	2
2017 07 28 19	21.94	2
2017 07 28 20	22.02	2
2017 07 28 21	21.95	2
2017 07 28 22	22.03	2
2017 07 28 23	22.01	2
2017 07 29 00	22.04	2
2017 07 29 01	21.91	2
2017 07 29 02	21.85	2
2017 07 29 03	21.68	2
2017 07 29 04	21.58	2
2017 07 29 05	21.76	2
2017 07 29 06	21.75	2
2017 07 29 07	21.77	2
2017 07 29 08	21.81	2
2017 07 29 09	21.89	2
2017 07 29 10	21.84	2
2017 07 29 11	21.88	2
2017 07 29 12	22.03	2
2017 07 29 13	22.05	2
2017 07 29 14	22.03	2
2017 07 29 15	21.95	2
2017 07 29 16	21.97	2
2017 07 29 17	21.83	2
2017 07 29 18	22.12	2
2017 07 29 19	22.14	2
2017 07 29 20	22.12	2
2017 07 29 21	22.17	2
2017 07 29 22	22.23	2
2017 07 29 23	22.35	2
2017 07 30 00	22.29	2
2017 07 30 01	22.21	2
2017 07 30 02	22.21	2
2017 07 30 03	22.09	2
2017 07 30 04	21.96	2
2017 07 30 05	21.96	2
2017 07 30 06	21.97	2
2017 07 30 07	22.1	2
2017 07 30 08	22.0	2
2017 07 30 09	22.05	2
2017 07 30 10	22.03	2
2017 07 30 11	21.94	2
2017 07 30 12	22.08	2
2017 07 30 13	22.15	2
2017 07 30 15	22.07	2
2017 07 30 16	22.04	2
2017 07 30 17	22.01	2
2017 07 30 18	22.04	2
2017 07 30 19	21.97	2
2017 07 30 20	21.88	2
2017 07 30 21	21.99	2
2017 07 30 22	22.02	2
2017 07 30 23	21.92	2
2017 07 31 00	21.81	2
2017 07 31 01	21.81	2
2017 07 31 02	21.83	2
2017 07 31 03	21.9	2
2017 07 31 04	21.96	2
2017 07 31 05	21.92	2
2017 07 31 06	21.86	2
2017 07 31 07	21.85	2
2017 07 31 08	21.82	2
2017 07 31 09	21.79	2
2017 07 31 10	21.77	2
2017 07 31 11	21.78	2
2017 07 31 12	21.8	2
2017 07 31 13	21.82	2
2017 07 31 14	21.85	2
2017 07 31 15	21.88	2
2017 07 31 16	21.89	2
2017 07 31 17	21.9	2
2017 07 31 18	21.86	2
2017 07 31 19	21.87	2
2017 07 31 20	21.87	2
2017 07 31 21	21.84	2
2017 07 31 22	21.82	2
2017 07 31 23	21.79	2
2017 08 01 00	21.77	2
2017 08 01 01	21.74	2
2017 08 01 02	21.73	2
2017 08 01 03	21.71	2
2017 08 01 04	21.67	2
2017 08 01 05	21.66	2
2017 08 01 06	21.65	2
2017 08 01 07	21.67	2
2017 08 01 08	21.66	2
2017 08 01 09	21.68	2
2017 08 01 10	21.71	2
2017 08 01 11	21.74	2
2017 08 01 12	21.72	2
2017 08 01 13	21.71	2
2017 08 01 14	21.72	2
2017 08 01 15	21.72	2
2017 08 01 16	21.75	2
2017 08 01 17	21.79	2
2017 08 01 18	21.77	2
2017 08 01 19	21.74	2
2017 08 02 03	21.66	2
2017 08 02 05	21.62	2
2017 08 02 06	21.6	2
2017 08 02 08	21.59	2
2017 08 02 09	21.6	2
2017 08 02 10	21.61	2
2017 08 02 11	21.66	2
2017 08 02 12	21.67	2
2017 08 02 13	21.67	2
2017 08 02 14	21.73	2
2017 08 02 15	21.77	2
2017 08 02 16	22.17	2
2017 08 02 17	21.74	2
2017 08 02 18	22.18	2
2017 08 02 19	22.07	2
2017 08 02 20	22.08	2
2017 08 02 21	22.3	2
2017 08 02 22	21.92	2
2017 08 02 23	22.29	2
2017 08 03 00	22.34	2
2017 08 03 01	22.16	2
2017 08 03 02	22.21	2
2017 08 03 03	22.05	2
2017 08 03 04	22.06	2
2017 08 03 05	21.99	2
2017 08 03 06	21.76	2
2017 08 03 07	21.83	2
2017 08 03 08	21.88	2
2017 08 03 09	22.0	2
2017 08 03 10	22.07	2
2017 08 03 11	22.09	2
2017 08 03 12	22.02	2
2017 08 03 13	22.18	2
2017 08 03 14	22.24	2
2017 08 03 15	22.27	2
2017 08 03 16	22.38	2
2017 08 03 17	22.72	2
2017 08 03 18	22.4	2
2017 08 03 19	21.93	2
2017 08 03 20	22.31	2
2017 08 03 21	22.32	2
2017 08 03 22	22.34	2
2017 08 03 23	22.3	2
2017 08 04 00	22.29	2
2017 08 04 01	22.23	2
2017 08 04 02	22.27	2
2017 08 04 03	22.31	2
2017 08 04 04	22.24	2
2017 08 04 05	22.17	2
2017 08 04 06	22.15	2
2017 08 04 07	22.17	2
2017 08 04 08	22.19	2
2017 08 04 09	22.2	2
2017 08 04 10	22.15	2
2017 08 04 11	22.23	2
2017 08 04 12	22.22	2
2017 08 04 13	22.48	2
2017 08 04 14	22.63	2
2017 08 04 15	22.7	2
2017 08 04 16	22.77	2
2017 08 04 17	22.6	2
2017 08 04 18	22.9	2
2017 08 04 19	23.07	2
2017 08 04 20	22.84	2
2017 08 04 21	22.63	2
2017 08 04 22	22.49	2
2017 08 04 23	22.54	2
2017 08 05 00	22.96	2
2017 08 05 01	22.7	2
2017 08 05 02	22.62	2
2017 08 05 03	22.57	2
2017 08 05 04	22.63	2
2017 08 05 05	22.67	2
2017 08 05 06	22.61	2
2017 08 05 07	22.53	2
2017 08 05 08	22.49	2
2017 08 05 09	22.38	2
2017 08 05 10	22.35	2
2017 08 05 11	22.36	2
2017 08 05 12	22.4	2
2017 08 05 13	22.41	2
2017 08 05 14	22.48	2
2017 08 05 15	22.48	2
2017 08 05 16	22.47	2
2017 08 05 17	22.39	2
2017 08 05 18	22.36	2
2017 08 05 19	22.34	2
2017 08 05 20	22.31	2
2017 08 05 21	22.3	2
2017 08 05 22	22.26	2
2017 08 05 23	22.19	2
2017 08 06 00	22.11	2
2017 08 06 01	22.04	2
2017 08 06 02	22.08	2
2017 08 06 03	22.13	2
2017 08 06 04	22.07	2
2017 08 06 05	21.95	2
2017 08 06 06	21.89	2
2017 08 06 07	21.87	2
2017 08 06 08	21.95	2
2017 08 06 09	21.93	2
2017 08 06 10	21.9	2
2017 08 06 11	22.05	2
2017 08 06 12	22.17	2
2017 08 06 13	22.12	2
2017 08 06 14	22.33	2
2017 08 06 15	22.39	2
2017 08 06 16	22.4	2
2017 08 06 17	22.36	2
2017 08 06 18	22.31	2
2017 08 06 19	22.25	2
2017 08 06 20	22.2	2
2017 08 06 21	22.21	2
2017 08 06 22	22.14	2
2017 08 06 23	22.1	2
2017 08 07 00	22.1	2
2017 08 07 01	22.09	2
2017 08 07 02	22.1	2
2017 08 07 03	22.12	2
2017 08 07 04	22.15	2
2017 08 07 05	22.11	2
2017 08 07 06	22.08	2
2017 08 07 07	22.06	2
2017 08 07 08	22.06	2
2017 08 07 09	22.12	2
2017 08 07 10	22.15	2
2017 08 07 11	22.17	2
2017 08 07 12	22.29	2
2017 08 07 13	22.35	2
2017 08 07 14	22.42	2
2017 08 07 15	22.46	2
2017 08 07 16	22.39	2
2017 08 07 17	22.39	2
2017 08 07 18	22.31	2
2017 08 07 19	22.23	2
2017 08 07 20	22.17	2
2017 08 07 21	22.15	2
2017 08 07 22	22.15	2
2017 08 07 23	22.08	2
2017 08 08 00	22.04	2
2017 08 08 01	22.0	2
2017 08 08 02	22.02	2
2017 08 08 03	21.95	2
2017 08 08 04	21.92	2
2017 08 08 05	21.98	2
2017 08 08 06	21.93	2
2017 08 08 07	21.88	2
2017 08 08 08	21.91	2
2017 08 08 09	21.89	2
2017 08 08 10	21.85	2
2017 08 08 11	21.82	2
2017 08 08 12	21.81	2
2017 08 08 13	21.77	2
2017 08 08 14	21.81	2
2017 08 08 15	21.83	2
2017 08 08 16	21.84	2
2017 08 08 17	21.84	2
2017 08 08 18	21.88	2
2017 08 08 19	21.86	2
2017 08 08 20	21.81	2
2017 08 08 21	21.8	2
2017 08 08 22	21.79	2
2017 08 08 23	21.8	2
2017 08 09 00	21.77	2
2017 08 09 01	21.77	2
2017 08 09 02	21.73	2
2017 08 09 03	21.72	2
2017 08 09 04	21.68	2
2017 08 09 05	21.65	2
2017 08 09 06	21.61	2
2017 08 09 07	21.61	2
2017 08 09 08	21.6	2
2017 08 09 09	21.62	2
2017 08 09 10	21.64	2
2017 08 09 11	21.7	2
2017 08 09 12	21.71	2
2017 08 09 13	21.72	2
2017 08 09 14	21.75	2
2017 08 09 15	21.77	2
2017 08 09 16	21.75	2
2017 08 09 17	21.67	2
2017 08 09 18	21.6	2
2017 08 09 19	21.54	2
2017 08 09 20	21.51	2
2017 08 09 21	21.51	2
2017 08 09 22	21.53	2
2017 08 09 23	21.53	2
2017 08 10 00	21.53	2
2017 08 10 01	21.52	2
2017 08 10 02	21.49	2
2017 08 10 03	21.41	2
2017 08 10 04	21.37	2
2017 08 10 05	21.4	2
2017 08 10 06	21.38	2
2017 08 10 07	21.37	2
2017 08 10 08	21.37	2
2017 08 10 09	21.36	2
2017 08 10 10	21.34	2
2017 08 10 11	21.33	2
2017 08 10 12	21.33	2
2017 08 10 13	21.34	2
2017 08 10 14	21.35	2
2017 08 10 15	21.37	2
2017 08 10 16	21.39	2
2017 08 10 17	21.37	2
2017 08 10 18	21.34	2
2017 08 10 19	21.33	2
2017 08 10 20	21.31	2
2017 08 10 21	21.29	2
2017 08 10 22	21.27	2
2017 08 10 23	21.22	2
2017 08 11 00	21.23	2
2017 08 11 01	21.22	2
2017 08 11 02	21.14	2
2017 08 11 03	21.16	2
2017 08 11 04	21.19	2
2017 08 11 05	21.16	2
2017 08 11 06	21.15	2
2017 08 11 07	21.14	2
2017 08 11 08	21.16	2
2017 08 11 09	21.18	2
2017 08 11 10	21.22	2
2017 08 11 11	21.27	2
2017 08 11 12	21.3	2
2017 08 11 13	21.36	2
2017 08 11 14	21.38	2
2017 08 11 15	21.45	2
2017 08 11 16	21.43	2
2017 08 11 17	21.48	2
2017 08 11 18	21.46	2
2017 08 11 19	21.46	2
2017 08 11 20	21.38	2
2017 08 11 21	21.34	2
2017 08 11 22	21.28	2
2017 08 11 23	21.26	2
2017 08 12 00	21.26	2
2017 08 12 01	21.21	2
2017 08 12 02	21.19	2
2017 08 12 03	21.19	2
2017 08 12 04	21.18	2
2017 08 12 05	21.17	2
2017 08 12 06	21.14	2
2017 08 12 07	21.17	2
2017 08 12 08	21.17	2
2017 08 12 09	21.19	2
2017 08 12 10	21.2	2
2017 08 12 11	21.26	2
2017 08 12 12	21.43	2
2017 08 12 13	21.54	2
2017 08 12 14	21.64	2
2017 08 12 15	21.54	2
2017 08 12 16	21.58	2
2017 08 12 17	21.6	2
2017 08 12 18	21.51	2
2017 08 12 19	21.41	2
2017 08 12 20	21.35	2
2017 08 12 21	21.3	2
2017 08 12 22	21.3	2
2017 08 12 23	21.27	2
2017 08 13 00	21.26	2
2017 08 13 01	21.25	2
2017 08 13 02	21.21	2
2017 08 13 03	21.22	2
2017 08 13 04	21.2	2
2017 08 13 05	21.2	2
2017 08 13 06	21.2	2
2017 08 13 07	21.2	2
2017 08 13 08	21.25	2
2017 08 13 09	21.22	2
2017 08 13 10	21.26	2
2017 08 13 11	21.36	2
2017 08 13 12	21.37	2
2017 08 13 13	21.33	2
2017 08 13 14	21.37	2
2017 08 13 15	21.41	2
2017 08 13 16	21.41	2
2017 08 13 17	21.41	2
2017 08 13 18	21.36	2
2017 08 13 19	21.32	2
2017 08 13 20	21.31	2
2017 08 13 21	21.36	2
2017 08 13 22	21.4	2
2017 08 13 23	21.39	2
2017 08 14 00	21.35	2
2017 08 14 01	21.36	2
2017 08 14 02	21.33	2
2017 08 14 03	21.32	2
2017 08 14 04	21.3	2
2017 08 14 05	21.3	2
2017 08 14 06	21.28	2
2017 08 14 07	21.29	2
2017 08 14 08	21.31	2
2017 08 14 09	21.35	2
2017 08 14 10	21.38	2
2017 08 14 11	21.42	2
2017 08 14 12	21.46	2
2017 08 14 13	21.5	2
2017 08 14 14	21.54	2
2017 08 14 15	21.56	2
2017 08 14 16	21.66	2
2017 08 14 17	21.55	2
2017 08 14 18	21.47	2
2017 08 14 19	21.42	2
2017 08 14 20	21.47	2
2017 08 14 21	21.48	2
2017 08 14 22	21.49	2
2017 08 14 23	21.5	2
2017 08 15 00	21.5	2
2017 08 15 01	21.48	2
2017 08 15 02	21.48	2
2017 08 15 03	21.47	2
2017 08 15 04	21.46	2
2017 08 15 05	21.44	2
2017 08 15 06	21.45	2
2017 08 15 07	21.45	2
2017 08 15 08	21.48	2
2017 08 15 09	21.5	2
2017 08 15 10	21.5	2
2017 08 15 11	21.5	2
2017 08 15 12	21.51	2
2017 08 15 13	21.54	2
2017 08 15 14	21.58	2
2017 08 15 15	21.64	2
2017 08 15 16	21.66	2
2017 08 15 17	21.7	2
2017 08 15 18	21.74	2
2017 08 15 19	21.71	2
2017 08 15 20	21.65	2
2017 08 15 21	21.64	2
2017 08 15 22	21.61	2
2017 08 15 23	21.6	2
2017 08 16 00	21.56	2
2017 08 16 01	21.55	2
2017 08 16 02	21.56	2
2017 08 16 03	21.56	2
2017 08 16 04	21.55	2
2017 08 16 05	21.55	2
2017 08 16 06	21.55	2
2017 08 16 07	21.55	2
2017 08 16 08	21.55	2
2017 08 16 09	21.58	2
2017 08 16 10	21.6	2
2017 08 16 11	21.61	2
2017 08 16 12	21.62	2
2017 08 16 13	21.67	2
2017 08 16 14	21.69	2
2017 08 16 15	21.7	2
2017 08 16 16	21.73	2
2017 08 16 17	21.79	2
2017 08 16 18	21.74	2
2017 08 16 19	21.64	2
2017 08 16 20	21.83	2
2017 08 16 21	21.68	2
2017 08 16 22	22.42	2
2017 08 16 23	22.26	2
2017 08 17 00	22.23	2
2017 08 17 01	22.13	2
2017 08 17 02	22.13	2
2017 08 17 03	21.99	2
2017 08 17 04	21.85	2
2017 08 17 05	21.74	2
2017 08 17 06	21.73	2
2017 08 17 07	21.77	2
2017 08 17 08	21.78	2
2017 08 17 09	21.9	2
2017 08 17 10	22.02	2
2017 08 17 11	22.05	2
2017 08 17 12	21.97	2
2017 08 17 13	21.88	2
2017 08 17 14	21.92	2
2017 08 17 15	21.92	2
2017 08 17 16	22.14	2
2017 08 17 17	22.39	2
2017 08 17 18	22.56	2
2017 08 17 19	22.65	2
2017 08 17 20	22.47	2
2017 08 17 21	22.49	2
2017 08 17 22	22.05	2
2017 08 17 23	22.3	2
2017 08 18 00	22.35	2
2017 08 18 01	22.36	2
2017 08 18 02	22.03	2
2017 08 18 03	22.32	2
2017 08 18 04	22.25	2
2017 08 18 05	22.14	2
2017 08 18 06	22.16	2
2017 08 18 07	22.21	2
2017 08 18 08	22.24	2
2017 08 18 09	22.21	2
2017 08 18 10	22.35	2
2017 08 18 11	22.37	2
2017 08 18 12	22.2	2
2017 08 18 13	22.31	2
2017 08 18 14	22.33	2
2017 08 18 15	22.37	2
2017 08 18 16	22.47	2
2017 08 18 17	22.49	2
2017 08 18 18	22.52	2
2017 08 18 19	22.53	2
2017 08 18 20	22.47	2
2017 08 18 21	22.41	2
2017 08 18 22	22.33	2
2017 08 18 23	22.26	2
2017 08 19 00	22.22	2
2017 08 19 01	22.25	2
2017 08 19 02	22.2	2
2017 08 19 03	22.2	2
2017 08 19 04	22.16	2
2017 08 19 05	22.16	2
2017 08 19 06	22.12	2
2017 08 19 07	22.1	2
2017 08 19 08	22.09	2
2017 08 19 09	22.11	2
2017 08 19 10	22.12	2
2017 08 19 11	22.14	2
2017 08 19 12	22.19	2
2017 08 19 13	22.2	2
2017 08 19 14	22.19	2
2017 08 19 15	22.21	2
2017 08 19 16	22.18	2
2017 08 19 17	22.21	2
2017 08 19 18	22.22	2
2017 08 19 19	22.21	2
2017 08 19 20	22.19	2
2017 08 19 21	22.16	2
2017 08 19 22	22.13	2
2017 08 19 23	22.12	2
2017 08 20 00	22.09	2
2017 08 20 01	22.08	2
2017 08 20 02	22.06	2
2017 08 20 03	22.03	2
2017 08 20 04	22.03	2
2017 08 20 05	22.01	2
2017 08 20 06	21.96	2
2017 08 20 07	21.97	2
2017 08 20 08	21.98	2
2017 08 20 09	22.04	2
2017 08 20 10	22.05	2
2017 08 20 11	22.06	2
2017 08 20 12	22.05	2
2017 08 20 13	22.08	2
2017 08 20 14	22.13	2
2017 08 20 15	22.16	2
2017 08 20 16	22.14	2
2017 08 20 17	22.15	2
2017 08 20 18	22.14	2
2017 08 20 19	22.13	2
2017 08 20 20	22.1	2
2017 08 20 21	22.07	2
2017 08 20 22	22.04	2
2017 08 20 23	22.02	2
2017 08 21 00	22.0	2
2017 08 21 01	22.0	2
2017 08 21 02	21.99	2
2017 08 21 03	21.95	2
2017 08 21 04	21.95	2
2017 08 21 05	21.96	2
2017 08 21 06	21.94	2
2017 08 21 07	21.91	2
2017 08 21 08	21.88	2
2017 08 21 09	21.88	2
2017 08 21 10	21.87	2
2017 08 21 11	21.88	2
2017 08 21 12	21.9	2
2017 08 21 13	21.93	2
2017 08 21 14	21.96	2
2017 08 21 15	21.99	2
2017 08 21 16	21.98	2
2017 08 21 17	21.99	2
2017 08 21 18	21.97	2
2017 08 21 19	21.95	2
2017 08 21 20	21.94	2
2017 08 21 21	21.92	2
2017 08 21 22	21.9	2
2017 08 21 23	21.89	2
2017 08 22 00	21.88	2
2017 08 22 01	21.87	2
2017 08 22 02	21.87	2
2017 08 22 03	21.86	2
2017 08 22 04	21.85	2
2017 08 22 05	21.88	2
2017 08 22 06	21.89	2
2017 08 22 07	21.85	2
2017 08 22 08	21.85	2
2017 08 22 09	21.88	2
2017 08 22 10	21.92	2
2017 08 22 11	21.95	2
2017 08 22 12	21.99	2
2017 08 22 13	22.01	2
2017 08 22 14	22.01	2
2017 08 22 15	22.04	2
2017 08 22 16	22.01	2
2017 08 22 17	22.0	2
2017 08 22 18	22.02	2
2017 08 22 19	22.03	2
2017 08 22 20	22.03	2
2017 08 22 21	22.01	2
2017 08 22 22	22.01	2
2017 08 22 23	22.02	2
2017 08 23 00	22.01	2
2017 08 23 01	22.03	2
2017 08 23 02	22.03	2
2017 08 23 03	22.01	2
2017 08 23 04	22.01	2
2017 08 23 05	22.01	2
2017 08 23 06	22.0	2
2017 08 23 07	21.99	2
2017 08 23 08	21.99	2
2017 08 23 09	22.0	2
2017 08 23 10	22.03	2
2017 08 23 11	22.05	2
2017 08 23 12	22.07	2
2017 08 23 13	22.07	2
2017 08 23 14	22.14	2
2017 08 23 15	22.14	2
2017 08 23 16	22.18	2
2017 08 23 17	22.2	2
2017 08 23 18	22.22	2
2017 08 23 19	22.13	2
2017 08 23 20	22.07	2
2017 08 23 21	22.06	2
2017 08 23 22	22.08	2
2017 08 23 23	22.09	2
2017 08 24 00	22.06	2
2017 08 24 01	22.03	2
2017 08 24 02	22.05	2
2017 08 24 03	22.03	2
2017 08 24 04	22.07	2
2017 08 24 05	22.03	2
2017 08 24 06	22.04	2
2017 08 24 07	22.02	2
2017 08 24 08	22.04	2
2017 08 24 09	22.07	2
2017 08 24 10	22.06	2
2017 08 24 11	22.09	2
2017 08 24 12	22.16	2
2017 08 24 13	22.3	2
2017 08 24 14	22.34	2
2017 08 24 15	22.43	2
2017 08 24 16	22.44	2
2017 08 24 17	22.42	2
2017 08 24 18	22.44	2
2017 08 24 19	22.41	2
2017 08 24 20	22.37	2
2017 08 24 21	22.32	2
2017 08 24 22	22.29	2
2017 08 24 23	22.27	2
2017 08 25 00	22.25	2
2017 08 25 01	22.23	2
2017 08 25 02	22.22	2
2017 08 25 03	22.21	2
2017 08 25 04	22.14	2
2017 08 25 05	22.11	2
2017 08 25 06	22.12	2
2017 08 25 07	22.18	2
2017 08 25 08	22.23	2
2017 08 25 09	22.25	2
2017 08 25 10	22.27	2
2017 08 25 11	22.27	2
2017 08 25 12	22.25	2
2017 08 25 13	22.27	2
2017 08 25 14	22.35	2
2017 08 25 15	22.4	2
2017 08 25 16	22.46	2
2017 08 25 17	22.48	2
2017 08 25 18	22.44	2
2017 08 25 19	22.42	2
2017 08 25 20	22.39	2
2017 08 25 21	22.38	2
2017 08 25 22	22.3	2
2017 08 25 23	22.24	2
2017 08 26 00	22.26	2
2017 08 26 01	22.24	2
2017 08 26 02	22.25	2
2017 08 26 03	22.24	2
2017 08 26 04	22.21	2
2017 08 26 05	22.19	2
2017 08 26 06	22.18	2
2017 08 26 07	22.18	2
2017 08 26 08	22.23	2
2017 08 26 09	22.26	2
2017 08 26 10	22.27	2
2017 08 26 11	22.25	2
2017 08 26 12	22.27	2
2017 08 26 13	22.3	2
2017 08 26 14	22.29	2
2017 08 26 15	22.27	2
2017 08 26 16	22.27	2
2017 08 26 17	22.29	2
2017 08 26 18	22.28	2
2017 08 26 19	22.29	2
2017 08 26 20	22.29	2
2017 08 26 21	22.3	2
2017 08 26 22	22.3	2
2017 08 26 23	22.23	2
2017 08 27 00	22.32	2
2017 08 27 01	22.29	2
2017 08 27 02	22.29	2
2017 08 27 03	22.27	2
2017 08 27 04	22.26	2
2017 08 27 05	22.27	2
2017 08 27 06	22.28	2
2017 08 27 07	22.3	2
2017 08 27 08	22.29	2
2017 08 27 09	22.26	2
2017 08 27 10	22.26	2
2017 08 27 11	22.26	2
2017 08 27 12	22.28	2
2017 08 27 13	22.28	2
2017 08 27 14	22.23	2
2017 08 27 15	22.22	2
2017 08 27 16	22.22	2
2017 08 27 17	22.23	2
2017 08 27 18	22.24	2
2017 08 27 19	22.25	2
2017 08 27 20	22.25	2
2017 08 27 21	22.23	2
2017 08 27 22	22.21	2
2017 08 27 23	22.21	2
2017 08 28 00	22.2	2
2017 08 28 01	22.19	2
2017 08 28 02	22.18	2
2017 08 28 03	22.2	2
2017 08 28 04	22.23	2
2017 08 28 05	22.2	2
2017 08 28 06	22.21	2
2017 08 28 07	22.2	2
2017 08 28 08	22.19	2
2017 08 28 09	22.16	2
2017 08 28 10	22.16	2
2017 08 28 11	22.26	2
2017 08 28 12	22.28	2
2017 08 28 13	22.37	2
2017 08 28 14	22.49	2
2017 08 28 15	22.5	2
2017 08 28 16	22.49	2
2017 08 28 17	22.39	2
2017 08 28 18	22.34	2
2017 08 28 19	22.21	2
2017 08 28 20	22.19	2
2017 08 28 21	22.2	2
2017 08 28 22	22.2	2
2017 08 28 23	22.16	2
2017 08 29 00	22.17	2
2017 08 29 01	22.19	2
2017 08 29 02	22.14	2
2017 08 29 03	22.17	2
2017 08 29 04	22.14	2
2017 08 29 05	22.19	2
2017 08 29 06	22.22	2
2017 08 29 07	22.22	2
2017 08 29 08	22.21	2
2017 08 29 09	22.26	2
2017 08 29 10	22.28	2
2017 08 29 11	22.28	2
2017 08 29 12	22.29	2
2017 08 29 13	22.33	2
2017 08 29 14	22.44	2
2017 08 29 15	22.66	2
2017 08 29 16	22.43	2
2017 08 29 17	22.38	2
2017 08 29 18	22.53	2
2017 08 29 19	22.4	2
2017 08 29 20	22.62	2
2017 08 29 21	22.57	2
2017 08 29 22	22.6	2
2017 08 29 23	22.58	2
2017 08 30 00	22.57	2
2017 08 30 01	22.54	2
2017 08 30 02	22.41	2
2017 08 30 03	22.39	2
2017 08 30 04	22.38	2
2017 08 30 05	22.46	2
2017 08 30 06	22.4	2
2017 08 30 07	22.43	2
2017 08 30 08	22.39	2
2017 08 30 09	22.32	2
2017 08 30 10	22.31	2
2017 08 30 11	22.3	2
2017 08 30 12	22.42	2
2017 08 30 13	22.56	2
