Valor nulo: -9999.9		
Fecha (GMT)	Temperatura del Agua(ºC)	Canal de obtencion de los datos
2010 09 13 09	20.6	2
2010 09 13 10	20.7	2
2010 09 13 11	20.7	2
2010 09 13 12	20.7	2
2010 09 13 13	20.7	2
2010 09 13 14	20.7	2
2010 09 13 15	20.7	2
2010 09 13 16	20.8	2
2010 09 13 17	20.9	2
2010 09 13 18	21.0	2
2010 09 13 19	20.9	2
2010 09 13 20	20.8	2
2010 09 13 21	20.7	2
2010 09 13 22	20.7	2
2010 09 13 23	20.7	2
2010 09 14 00	20.7	2
2010 09 14 01	20.7	2
2010 09 14 02	20.7	2
2010 09 14 03	20.6	2
2010 09 14 04	20.7	2
2010 09 14 05	20.7	2
2010 09 14 06	20.6	2
2010 09 14 07	20.5	2
2010 09 14 08	20.7	2
2010 09 14 09	20.7	2
2010 09 14 10	20.7	2
2010 09 14 11	20.8	2
2010 09 14 12	20.7	2
2010 09 14 13	20.8	2
2010 09 14 14	20.8	2
2010 09 14 15	20.8	2
2010 09 14 16	20.8	2
2010 09 14 17	20.8	2
2010 09 14 18	20.8	2
2010 09 14 19	20.7	2
2010 09 14 20	20.7	2
2010 09 14 21	20.7	2
2010 09 14 22	20.7	2
2010 09 14 23	20.7	2
2010 09 15 00	20.7	2
2010 09 15 01	20.7	2
2010 09 15 02	20.7	2
2010 09 15 03	20.7	2
2010 09 15 04	20.7	2
2010 09 15 05	20.6	2
2010 09 15 06	20.6	2
2010 09 15 07	20.6	2
2010 09 15 08	20.7	2
2010 09 15 09	20.7	2
2010 09 15 10	20.7	2
2010 09 15 11	20.8	2
2010 09 15 12	20.8	2
2010 09 15 13	20.8	2
2010 09 15 14	20.9	2
2010 09 15 15	20.9	2
2010 09 15 16	20.8	2
2010 09 15 17	20.9	2
2010 09 15 18	20.9	2
2010 09 15 19	20.9	2
2010 09 15 20	20.9	2
2010 09 15 21	20.9	2
2010 09 15 22	20.9	2
2010 09 15 23	20.9	2
2010 09 16 00	20.9	2
2010 09 16 01	20.9	2
2010 09 16 02	20.9	2
2010 09 16 03	20.8	2
2010 09 16 04	20.8	2
2010 09 16 05	20.8	2
2010 09 16 06	20.7	2
2010 09 16 07	20.7	2
2010 09 16 08	20.7	2
2010 09 16 09	20.7	2
2010 09 16 10	20.8	2
2010 09 16 11	20.8	2
2010 09 16 12	20.8	2
2010 09 16 13	20.8	2
2010 09 16 14	20.8	2
2010 09 16 15	20.8	2
2010 09 16 16	20.8	2
2010 09 16 17	20.7	2
2010 09 16 18	20.7	2
2010 09 16 19	20.7	2
2010 09 16 20	20.7	2
2010 09 16 21	20.7	2
2010 09 16 22	20.7	2
2010 09 16 23	20.7	2
2010 09 17 00	20.7	2
2010 09 17 01	20.6	2
2010 09 17 02	20.5	2
2010 09 17 03	20.6	2
2010 09 17 04	20.6	2
2010 09 17 05	20.5	2
2010 09 17 06	20.5	2
2010 09 17 07	20.5	2
2010 09 17 08	20.5	2
2010 09 17 09	20.4	2
2010 09 17 10	20.4	2
2010 09 17 11	20.5	2
2010 09 17 12	20.4	2
2010 09 17 13	20.5	2
2010 09 17 14	20.5	2
2010 09 17 15	20.5	2
2010 09 17 16	20.5	2
2010 09 17 17	20.5	2
2010 09 17 18	20.4	2
2010 09 17 19	20.5	2
2010 09 17 20	20.5	2
2010 09 17 21	20.5	2
2010 09 17 22	20.5	2
2010 09 17 23	20.4	2
2010 09 18 00	20.5	2
2010 09 18 01	20.5	2
2010 09 18 02	20.5	2
2010 09 18 03	20.4	2
2010 09 18 04	20.4	2
2010 09 18 05	20.4	2
2010 09 18 06	20.4	2
2010 09 18 07	20.4	2
2010 09 18 08	20.4	2
2010 09 18 09	20.4	2
2010 09 18 10	20.4	2
2010 09 18 11	20.4	2
2010 09 18 12	20.4	2
2010 09 18 13	20.4	2
2010 09 18 14	20.4	2
2010 09 18 15	20.4	2
2010 09 18 16	20.4	2
2010 09 18 17	20.5	2
2010 09 18 18	20.4	2
2010 09 18 19	20.4	2
2010 09 18 20	20.4	2
2010 09 18 21	20.3	2
2010 09 18 22	20.3	2
2010 09 18 23	20.3	2
2010 09 19 00	20.4	2
2010 09 19 01	20.3	2
2010 09 19 02	20.3	2
2010 09 19 03	20.3	2
2010 09 19 04	20.2	2
2010 09 19 05	20.2	2
2010 09 19 06	20.2	2
2010 09 19 07	20.3	2
2010 09 19 08	20.4	2
2010 09 19 09	20.4	2
2010 09 19 10	20.5	2
2010 09 19 11	20.5	2
2010 09 19 12	20.5	2
2010 09 19 13	20.5	2
2010 09 19 14	20.7	2
2010 09 19 15	20.6	2
2010 09 19 16	20.5	2
2010 09 19 17	20.5	2
2010 09 19 18	20.4	2
2010 09 19 19	20.3	2
2010 09 19 20	20.2	2
2010 09 19 21	20.2	2
2010 09 19 22	20.3	2
2010 09 19 23	20.4	2
2010 09 20 00	20.4	2
2010 09 20 01	20.4	2
2010 09 20 02	20.5	2
2010 09 20 03	20.5	2
2010 09 20 04	20.5	2
2010 09 20 05	20.5	2
2010 09 20 06	20.5	2
2010 09 20 07	20.4	2
2010 09 20 08	20.4	2
2010 09 20 09	20.4	2
2010 09 20 10	20.4	2
2010 09 20 11	20.4	2
2010 09 20 12	20.5	2
2010 09 20 13	20.4	2
2010 09 20 14	20.4	2
2010 09 20 15	20.4	2
2010 09 20 16	20.4	2
2010 09 20 17	20.4	2
2010 09 20 18	20.4	2
2010 09 20 19	20.4	2
2010 09 20 20	20.4	2
2010 09 20 21	20.4	2
2010 09 20 22	20.4	2
2010 09 20 23	20.4	2
2010 09 21 00	20.5	2
2010 09 21 01	20.4	2
2010 09 21 02	20.4	2
2010 09 21 03	20.3	2
2010 09 21 04	20.2	2
2010 09 21 05	20.2	2
2010 09 21 06	20.2	2
2010 09 21 07	20.2	2
2010 09 21 08	20.2	2
2010 09 21 09	20.2	2
2010 09 21 10	20.2	2
2010 09 21 11	20.2	2
2010 09 21 12	20.3	2
2010 09 21 13	20.5	2
2010 09 21 14	20.7	2
2010 09 21 15	20.7	2
2010 09 21 16	20.7	2
2010 09 21 17	20.6	2
2010 09 21 18	20.7	2
2010 09 21 19	20.7	2
2010 09 21 20	20.7	2
2010 09 21 21	20.5	2
2010 09 21 22	20.5	2
2010 09 21 23	20.4	2
2010 09 22 00	20.4	2
2010 09 22 01	20.4	2
2010 09 22 02	20.4	2
2010 09 22 03	20.4	2
2010 09 22 04	20.3	2
2010 09 22 05	20.3	2
2010 09 22 06	20.5	2
2010 09 22 07	20.5	2
2010 09 22 08	20.5	2
2010 09 22 09	20.5	2
2010 09 22 10	20.5	2
2010 09 22 11	20.6	2
2010 09 22 12	20.7	2
2010 09 22 13	20.5	2
2010 09 22 14	20.5	2
2010 09 22 15	20.5	2
2010 09 22 16	20.6	2
2010 09 22 17	20.6	2
2010 09 22 18	20.5	2
2010 09 22 19	20.5	2
2010 09 22 20	20.5	2
2010 09 22 21	20.5	2
2010 09 22 22	20.4	2
2010 09 22 23	20.4	2
2010 09 23 00	20.6	2
2010 09 23 01	20.5	2
2010 09 23 02	20.5	2
2010 09 23 03	20.5	2
2010 09 23 04	20.5	2
2010 09 23 05	20.5	2
2010 09 23 06	20.5	2
2010 09 23 07	20.4	2
2010 09 23 08	20.4	2
2010 09 23 09	20.5	2
2010 09 23 10	20.5	2
2010 09 23 11	20.5	2
2010 09 23 12	20.5	2
2010 09 23 13	20.5	2
2010 09 23 14	20.5	2
2010 09 23 15	20.6	2
2010 09 23 16	20.5	2
2010 09 23 17	20.5	2
2010 09 23 18	20.5	2
2010 09 23 19	20.5	2
2010 09 23 20	20.5	2
2010 09 23 21	20.5	2
2010 09 23 22	20.5	2
2010 09 23 23	20.5	2
2010 09 24 00	20.5	2
2010 09 24 01	20.5	2
2010 09 24 02	20.5	2
2010 09 24 03	20.5	2
2010 09 24 04	20.5	2
2010 09 24 05	20.4	2
2010 09 24 06	20.4	2
2010 09 24 07	20.4	2
2010 09 24 08	20.4	2
2010 09 24 09	20.4	2
2010 09 24 10	20.4	2
2010 09 24 11	20.3	2
2010 09 24 12	20.2	2
2010 09 24 13	20.3	2
2010 09 24 14	20.2	2
2010 09 24 15	20.3	2
2010 09 24 16	20.2	2
2010 09 24 17	20.2	2
2010 09 24 18	20.2	2
2010 09 24 19	20.2	2
2010 09 24 20	20.2	2
2010 09 24 21	20.2	2
2010 09 24 22	20.1	2
2010 09 24 23	20.1	2
2010 09 25 00	20.1	2
2010 09 25 01	20.2	2
2010 09 25 02	20.1	2
2010 09 25 03	20.1	2
2010 09 25 04	20.1	2
2010 09 25 05	20.1	2
2010 09 25 06	20.1	2
2010 09 25 07	20.1	2
2010 09 25 08	20.1	2
2010 09 25 09	20.1	2
2010 09 25 10	20.1	2
2010 09 25 11	20.1	2
2010 09 25 12	20.1	2
2010 09 25 13	20.1	2
2010 09 25 14	20.2	2
2010 09 25 15	20.2	2
2010 09 25 16	20.2	2
2010 09 25 17	20.1	2
2010 09 25 18	20.1	2
2010 09 25 19	20.1	2
2010 09 25 20	20.1	2
2010 09 25 21	20.0	2
2010 09 25 22	20.1	2
2010 09 25 23	20.1	2
2010 09 26 00	20.1	2
2010 09 26 01	20.1	2
2010 09 26 02	20.1	2
2010 09 26 03	20.0	2
2010 09 26 04	20.0	2
2010 09 26 05	20.0	2
2010 09 26 06	20.0	2
2010 09 26 07	20.0	2
2010 09 26 08	20.0	2
2010 09 26 09	19.9	2
2010 09 26 10	19.9	2
2010 09 26 11	19.9	2
2010 09 26 12	19.9	2
2010 09 26 13	19.9	2
2010 09 26 14	19.9	2
2010 09 26 15	19.9	2
2010 09 26 16	19.9	2
2010 09 26 17	20.0	2
2010 09 26 18	20.0	2
2010 09 26 19	20.0	2
2010 09 26 20	20.0	2
2010 09 26 21	20.0	2
2010 09 26 22	20.0	2
2010 09 26 23	19.9	2
2010 09 27 00	19.8	2
2010 09 27 01	19.8	2
2010 09 27 02	19.8	2
2010 09 27 03	19.8	2
2010 09 27 04	19.8	2
2010 09 27 05	19.8	2
2010 09 27 06	19.7	2
2010 09 27 07	19.7	2
2010 09 27 08	19.7	2
2010 09 27 09	19.7	2
2010 09 27 10	19.8	2
2010 09 27 11	19.8	2
2010 09 27 12	19.8	2
2010 09 27 13	19.8	2
2010 09 27 14	19.8	2
2010 09 27 15	19.8	2
2010 09 27 16	19.9	2
2010 09 27 17	20.0	2
2010 09 27 18	19.8	2
2010 09 27 19	19.8	2
2010 09 27 20	19.8	2
2010 09 27 21	19.8	2
2010 09 27 22	19.7	2
2010 09 27 23	19.8	2
2010 09 28 00	19.7	2
2010 09 28 01	19.7	2
2010 09 28 02	19.7	2
2010 09 28 03	19.7	2
2010 09 28 04	19.7	2
2010 09 28 05	19.7	2
2010 09 28 06	19.7	2
2010 09 28 07	19.7	2
2010 09 28 08	19.7	2
2010 09 28 09	19.7	2
2010 09 28 10	19.7	2
2010 09 28 11	19.7	2
2010 09 28 12	19.7	2
2010 09 28 13	19.8	2
2010 09 28 14	19.8	2
2010 09 28 15	19.9	2
2010 09 28 16	19.9	2
2010 09 28 17	19.8	2
2010 09 28 18	19.8	2
2010 09 28 19	19.8	2
2010 09 28 20	19.8	2
2010 09 28 21	19.7	2
2010 09 28 22	19.7	2
2010 09 28 23	19.7	2
2010 09 29 00	19.7	2
2010 09 29 01	19.7	2
2010 09 29 02	19.7	2
2010 09 29 03	19.6	2
2010 09 29 04	19.7	2
2010 09 29 05	19.6	2
2010 09 29 06	19.6	2
2010 09 29 07	19.6	2
2010 09 29 08	19.6	2
2010 09 29 09	19.7	2
2010 09 29 10	19.7	2
2010 09 29 11	19.7	2
2010 09 29 12	19.7	2
2010 09 29 13	19.7	2
2010 09 29 14	19.8	2
2010 09 29 15	19.8	2
2010 09 29 16	19.8	2
2010 09 29 17	19.7	2
2010 09 29 18	19.7	2
2010 09 29 19	19.7	2
2010 09 29 20	19.7	2
2010 09 29 21	19.7	2
2010 09 29 22	19.7	2
2010 09 29 23	19.7	2
2010 09 30 00	19.7	2
2010 09 30 01	19.7	2
2010 09 30 02	19.6	2
2010 09 30 03	19.6	2
2010 09 30 04	19.6	2
2010 09 30 05	19.6	2
2010 09 30 06	19.6	2
2010 09 30 07	19.5	2
2010 09 30 08	19.5	2
2010 09 30 09	19.5	2
2010 09 30 10	19.5	2
2010 09 30 11	19.5	2
2010 09 30 12	19.6	2
2010 09 30 13	19.6	2
2010 09 30 14	19.6	2
2010 09 30 15	19.7	2
2010 09 30 16	19.7	2
2010 09 30 17	19.7	2
2010 09 30 18	19.7	2
2010 09 30 19	19.7	2
2010 09 30 20	19.7	2
2010 09 30 21	19.6	2
2010 09 30 22	19.6	2
2010 09 30 23	19.6	2
2010 10 01 00	19.6	2
2010 10 01 01	19.6	2
2010 10 01 02	19.6	2
2010 10 01 03	19.6	2
2010 10 01 04	19.6	2
2010 10 01 05	19.6	2
2010 10 01 06	19.5	2
2010 10 01 07	19.5	2
2010 10 01 08	19.5	2
2010 10 01 09	19.5	2
2010 10 01 10	19.6	2
2010 10 01 11	19.6	2
2010 10 01 12	19.6	2
2010 10 01 13	19.7	2
2010 10 01 14	19.7	2
2010 10 01 15	19.7	2
2010 10 01 16	19.7	2
2010 10 01 17	19.7	2
2010 10 01 18	19.7	2
2010 10 01 19	19.7	2
2010 10 01 20	19.7	2
2010 10 01 21	19.6	2
2010 10 01 22	19.6	2
2010 10 01 23	19.6	2
2010 10 02 00	19.7	2
2010 10 02 01	19.6	2
2010 10 02 02	19.6	2
2010 10 02 03	19.5	2
2010 10 02 04	19.5	2
2010 10 02 05	19.5	2
2010 10 02 06	19.5	2
2010 10 02 07	19.5	2
2010 10 02 08	19.5	2
2010 10 02 09	19.5	2
2010 10 02 10	19.6	2
2010 10 02 11	19.6	2
2010 10 02 12	19.7	2
2010 10 02 13	19.7	2
2010 10 02 14	19.7	2
2010 10 02 15	19.7	2
2010 10 02 16	19.7	2
2010 10 02 17	19.7	2
2010 10 02 18	19.7	2
2010 10 02 19	19.7	2
2010 10 02 20	19.7	2
2010 10 02 21	19.7	2
2010 10 02 22	19.7	2
2010 10 02 23	19.7	2
2010 10 03 00	19.7	2
2010 10 03 01	19.6	2
2010 10 03 02	19.6	2
2010 10 03 03	19.5	2
2010 10 03 04	19.5	2
2010 10 03 05	19.5	2
2010 10 03 06	19.4	2
2010 10 03 07	19.4	2
2010 10 03 08	19.4	2
2010 10 03 09	19.4	2
2010 10 03 10	19.4	2
2010 10 03 11	19.4	2
2010 10 03 12	19.3	2
2010 10 03 13	19.3	2
2010 10 03 14	19.3	2
2010 10 03 15	19.3	2
2010 10 03 16	19.3	2
2010 10 03 17	19.3	2
2010 10 03 18	19.3	2
2010 10 03 19	19.3	2
2010 10 03 20	19.2	2
2010 10 03 21	19.3	2
2010 10 03 22	19.2	2
2010 10 03 23	19.2	2
2010 10 04 00	19.1	2
2010 10 04 01	19.0	2
2010 10 04 02	19.0	2
2010 10 04 03	19.0	2
2010 10 04 04	19.0	2
2010 10 04 05	18.9	2
2010 10 04 06	18.8	2
2010 10 04 07	18.4	2
2010 10 04 08	18.0	2
2010 10 04 09	18.1	2
2010 10 04 10	18.1	2
2010 10 04 11	18.5	2
2010 10 04 12	18.4	2
2010 10 04 13	18.5	2
2010 10 04 14	18.5	2
2010 10 04 15	18.5	2
2010 10 04 16	18.3	2
2010 10 04 17	17.8	2
2010 10 04 18	17.8	2
2010 10 04 19	17.8	2
2010 10 04 20	17.9	2
2010 10 04 21	17.9	2
2010 10 04 22	17.9	2
2010 10 04 23	17.8	2
2010 10 05 00	17.8	2
2010 10 05 01	17.8	2
2010 10 05 02	17.6	2
2010 10 05 03	17.8	2
2010 10 05 04	17.8	2
2010 10 05 05	17.7	2
2010 10 05 06	17.7	2
2010 10 05 07	17.8	2
2010 10 05 08	17.9	2
2010 10 05 09	18.0	2
2010 10 05 10	18.1	2
2010 10 05 11	18.1	2
2010 10 05 12	18.4	2
2010 10 05 13	18.5	2
2010 10 05 14	18.6	2
2010 10 05 15	18.7	2
2010 10 05 16	18.5	2
2010 10 05 17	18.5	2
2010 10 05 18	18.3	2
2010 10 05 19	18.3	2
2010 10 05 20	18.3	2
2010 10 05 21	18.6	2
2010 10 05 22	18.7	2
2010 10 05 23	18.8	2
2010 10 06 00	18.8	2
2010 10 06 01	18.8	2
2010 10 06 02	18.8	2
2010 10 06 03	18.8	2
2010 10 06 04	18.7	2
2010 10 06 05	18.7	2
2010 10 06 06	18.7	2
2010 10 06 07	18.7	2
2010 10 06 08	18.7	2
2010 10 06 09	18.7	2
2010 10 06 10	18.7	2
2010 10 06 11	18.8	2
2010 10 06 12	18.8	2
2010 10 06 13	18.9	2
2010 10 06 14	18.8	2
2010 10 06 15	18.8	2
2010 10 06 16	18.7	2
2010 10 06 17	18.7	2
2010 10 06 18	18.7	2
2010 10 06 19	18.6	2
2010 10 06 20	18.6	2
2010 10 06 21	18.6	2
2010 10 06 22	18.5	2
2010 10 06 23	18.5	2
2010 10 07 00	18.5	2
2010 10 07 01	18.5	2
2010 10 07 02	18.5	2
2010 10 07 03	18.5	2
2010 10 07 04	18.4	2
2010 10 07 05	18.4	2
2010 10 07 06	18.3	2
2010 10 07 07	18.3	2
2010 10 07 08	18.2	2
2010 10 07 09	18.0	2
2010 10 07 10	18.2	2
2010 10 07 11	18.4	2
2010 10 07 12	18.4	2
2010 10 07 13	18.4	2
2010 10 07 14	18.5	2
2010 10 07 15	18.5	2
2010 10 07 16	18.5	2
2010 10 07 17	18.5	2
2010 10 07 18	18.5	2
2010 10 07 19	18.5	2
2010 10 07 20	18.5	2
2010 10 07 21	18.5	2
2010 10 07 22	18.5	2
2010 10 07 23	18.5	2
2010 10 08 00	18.5	2
2010 10 08 01	18.5	2
2010 10 08 02	18.5	2
2010 10 08 03	18.5	2
2010 10 08 04	18.5	2
2010 10 08 05	18.4	2
2010 10 08 06	18.3	2
2010 10 08 07	18.2	2
2010 10 08 08	18.1	2
2010 10 08 09	18.1	2
2010 10 08 10	18.2	2
2010 10 08 11	18.3	2
2010 10 08 12	18.3	2
2010 10 08 13	18.3	2
2010 10 08 14	18.4	2
2010 10 08 15	18.4	2
2010 10 08 16	18.4	2
2010 10 08 17	18.3	2
2010 10 08 18	18.2	2
2010 10 08 19	18.0	2
2010 10 08 20	18.0	2
2010 10 08 21	18.0	2
2010 10 08 22	18.0	2
2010 10 08 23	17.9	2
2010 10 09 00	18.0	2
2010 10 09 01	18.0	2
2010 10 09 02	18.0	2
2010 10 09 03	18.0	2
2010 10 09 04	18.1	2
2010 10 09 05	18.1	2
2010 10 09 06	18.1	2
2010 10 09 07	18.1	2
2010 10 09 08	18.3	2
2010 10 09 09	18.3	2
2010 10 09 10	18.3	2
2010 10 09 11	18.2	2
2010 10 09 12	18.2	2
2010 10 09 13	18.2	2
2010 10 09 14	18.3	2
2010 10 09 15	18.3	2
2010 10 09 16	18.3	2
2010 10 09 17	18.2	2
2010 10 09 18	18.1	2
2010 10 09 19	18.2	2
2010 10 09 20	18.2	2
2010 10 09 21	18.1	2
2010 10 09 22	18.1	2
2010 10 09 23	18.1	2
2010 10 10 00	18.1	2
2010 10 10 01	18.2	2
2010 10 10 02	18.3	2
2010 10 10 03	18.2	2
2010 10 10 04	18.2	2
2010 10 10 05	18.2	2
2010 10 10 06	18.1	2
2010 10 10 07	17.7	2
2010 10 10 08	17.8	2
2010 10 10 09	17.8	2
2010 10 10 10	17.5	2
2010 10 10 11	17.7	2
2010 10 10 12	17.9	2
2010 10 10 13	18.0	2
2010 10 10 14	18.1	2
2010 10 10 15	18.0	2
2010 10 10 16	17.8	2
2010 10 10 17	17.8	2
2010 10 10 18	17.8	2
2010 10 10 19	17.8	2
2010 10 10 20	17.9	2
2010 10 10 21	17.9	2
2010 10 10 22	17.9	2
2010 10 10 23	18.0	2
2010 10 11 00	18.0	2
2010 10 11 01	18.1	2
2010 10 11 02	18.1	2
2010 10 11 03	18.1	2
2010 10 11 04	18.1	2
2010 10 11 05	18.0	2
2010 10 11 06	18.0	2
2010 10 11 07	18.1	2
2010 10 11 08	18.1	2
2010 10 11 09	18.1	2
2010 10 11 10	18.1	2
2010 10 11 11	18.2	2
2010 10 11 12	18.3	2
2010 10 11 13	18.3	2
2010 10 11 14	18.3	2
2010 10 11 15	18.3	2
2010 10 11 16	18.4	2
2010 10 11 17	18.4	2
2010 10 11 18	18.4	2
2010 10 11 19	18.4	2
2010 10 11 20	18.4	2
2010 10 11 21	18.4	2
2010 10 11 22	18.4	2
2010 10 11 23	18.4	2
2010 10 12 00	18.4	2
2010 10 12 01	18.4	2
2010 10 12 02	18.4	2
2010 10 12 03	18.4	2
2010 10 12 04	18.4	2
2010 10 12 05	18.3	2
2010 10 12 06	18.3	2
2010 10 12 07	18.3	2
2010 10 12 08	18.3	2
2010 10 12 09	18.3	2
2010 10 12 10	18.3	2
2010 10 12 11	18.3	2
2010 10 12 12	18.4	2
2010 10 12 13	18.4	2
2010 10 12 14	18.3	2
2010 10 12 15	18.3	2
2010 10 12 16	18.3	2
2010 10 12 17	18.3	2
2010 10 12 18	18.3	2
2010 10 12 19	18.3	2
2010 10 12 20	18.5	2
2010 10 12 21	18.6	2
2010 10 12 22	18.7	2
2010 10 12 23	18.7	2
2010 10 13 00	18.6	2
2010 10 13 01	18.5	2
2010 10 13 02	18.5	2
2010 10 13 03	18.6	2
2010 10 13 04	18.5	2
2010 10 13 05	18.5	2
2010 10 13 06	18.5	2
2010 10 13 07	18.5	2
2010 10 13 08	18.5	2
2010 10 13 09	18.5	2
2010 10 13 10	18.6	2
2010 10 13 11	18.6	2
2010 10 13 12	18.6	2
2010 10 13 13	18.7	2
2010 10 13 14	18.6	2
2010 10 13 15	18.5	2
2010 10 13 16	18.4	2
2010 10 13 17	18.4	2
2010 10 13 18	18.4	2
2010 10 13 19	18.4	2
2010 10 13 20	18.4	2
2010 10 13 21	18.4	2
2010 10 13 22	18.4	2
2010 10 13 23	18.4	2
2010 10 14 00	18.4	2
2010 10 14 01	18.4	2
2010 10 14 02	18.4	2
2010 10 14 03	18.2	2
2010 10 14 04	18.2	2
2010 10 14 05	18.2	2
2010 10 14 06	18.3	2
2010 10 14 07	18.3	2
2010 10 14 08	18.4	2
2010 10 14 09	18.4	2
2010 10 14 10	18.4	2
2010 10 14 11	18.5	2
2010 10 14 12	18.5	2
2010 10 14 13	18.5	2
2010 10 14 14	18.5	2
2010 10 14 15	18.5	2
2010 10 14 16	18.5	2
2010 10 14 17	18.5	2
2010 10 14 18	18.5	2
2010 10 14 19	18.4	2
2010 10 14 20	18.4	2
2010 10 14 21	18.4	2
2010 10 14 22	18.4	2
2010 10 14 23	18.4	2
2010 10 15 00	18.4	2
2010 10 15 01	18.4	2
2010 10 15 02	18.4	2
2010 10 15 03	18.4	2
2010 10 15 04	18.3	2
2010 10 15 05	18.2	2
2010 10 15 06	18.2	2
2010 10 15 07	18.3	2
2010 10 15 08	18.3	2
2010 10 15 09	18.4	2
2010 10 15 10	18.4	2
2010 10 15 11	18.4	2
2010 10 15 12	18.3	2
2010 10 15 13	18.3	2
2010 10 15 14	18.3	2
2010 10 15 15	18.4	2
2010 10 15 16	18.4	2
2010 10 15 17	18.4	2
2010 10 15 18	18.4	2
2010 10 15 19	18.4	2
2010 10 15 20	18.4	2
2010 10 15 21	18.4	2
2010 10 15 22	18.4	2
2010 10 15 23	18.4	2
2010 10 16 00	18.4	2
2010 10 16 01	18.3	2
2010 10 16 02	18.3	2
2010 10 16 03	18.3	2
2010 10 16 04	18.3	2
2010 10 16 05	18.3	2
2010 10 16 06	18.3	2
2010 10 16 07	18.3	2
2010 10 16 08	18.3	2
2010 10 16 09	18.4	2
2010 10 16 10	18.3	2
2010 10 16 11	18.3	2
2010 10 16 12	18.3	2
2010 10 16 13	18.3	2
2010 10 16 14	18.3	2
2010 10 16 15	18.3	2
2010 10 16 16	18.3	2
2010 10 16 17	18.2	2
2010 10 16 18	18.1	2
2010 10 16 19	18.1	2
2010 10 16 20	18.1	2
2010 10 16 21	18.1	2
2010 10 16 22	18.1	2
2010 10 16 23	18.1	2
2010 10 17 00	18.1	2
2010 10 17 01	18.1	2
2010 10 17 02	18.1	2
2010 10 17 03	18.1	2
2010 10 17 04	18.1	2
2010 10 17 05	18.1	2
2010 10 17 06	18.0	2
2010 10 17 07	18.0	2
2010 10 17 08	18.1	2
2010 10 17 09	18.0	2
2010 10 17 10	18.0	2
2010 10 17 11	18.0	2
2010 10 17 12	18.1	2
2010 10 17 13	18.0	2
2010 10 17 14	18.0	2
2010 10 17 15	18.0	2
2010 10 17 16	18.1	2
2010 10 17 17	18.1	2
2010 10 17 18	18.2	2
2010 10 17 19	18.2	2
2010 10 17 20	18.2	2
2010 10 17 21	18.1	2
2010 10 17 22	18.1	2
2010 10 17 23	18.0	2
2010 10 18 00	18.0	2
2010 10 18 01	17.9	2
2010 10 18 02	17.9	2
2010 10 18 03	17.9	2
2010 10 18 04	17.9	2
2010 10 18 05	17.9	2
2010 10 18 06	17.9	2
2010 10 18 07	17.8	2
2010 10 18 08	17.8	2
2010 10 18 09	17.9	2
2010 10 18 10	17.9	2
2010 10 18 11	17.9	2
2010 10 18 12	17.9	2
2010 10 18 13	18.0	2
2010 10 18 14	18.1	2
2010 10 18 15	18.1	2
2010 10 18 16	18.1	2
2010 10 18 17	18.1	2
2010 10 18 18	18.0	2
2010 10 18 19	18.0	2
2010 10 18 20	18.0	2
2010 10 18 21	18.0	2
2010 10 18 22	18.0	2
2010 10 18 23	18.0	2
2010 10 19 00	17.9	2
2010 10 19 01	17.9	2
2010 10 19 02	17.9	2
2010 10 19 03	17.9	2
2010 10 19 04	17.9	2
2010 10 19 05	18.0	2
2010 10 19 06	18.0	2
2010 10 19 07	18.0	2
2010 10 19 08	17.9	2
2010 10 19 09	17.9	2
2010 10 19 10	18.0	2
2010 10 19 11	18.0	2
2010 10 19 12	18.0	2
2010 10 19 13	18.1	2
2010 10 19 14	18.1	2
2010 10 19 15	18.1	2
2010 10 19 16	18.0	2
2010 10 19 17	18.1	2
2010 10 19 18	18.0	2
2010 10 19 19	18.0	2
2010 10 19 20	18.0	2
2010 10 19 21	17.9	2
2010 10 19 22	17.9	2
2010 10 19 23	17.8	2
2010 10 20 00	17.8	2
2010 10 20 01	17.8	2
2010 10 20 02	17.8	2
2010 10 20 03	17.8	2
2010 10 20 04	17.9	2
2010 10 20 05	17.9	2
2010 10 20 06	17.9	2
2010 10 20 07	17.8	2
2010 10 20 08	17.8	2
2010 10 20 09	17.8	2
2010 10 20 10	17.8	2
2010 10 20 11	18.0	2
2010 10 20 12	18.0	2
2010 10 20 13	18.0	2
2010 10 20 14	18.0	2
2010 10 20 15	18.0	2
2010 10 20 16	18.0	2
2010 10 20 17	18.0	2
2010 10 20 18	18.0	2
2010 10 20 19	18.1	2
2010 10 20 20	18.1	2
2010 10 20 21	18.1	2
2010 10 20 22	18.0	2
2010 10 20 23	17.9	2
2010 10 21 00	17.8	2
2010 10 21 01	17.7	2
2010 10 21 02	17.7	2
2010 10 21 03	17.6	2
2010 10 21 04	17.6	2
2010 10 21 05	17.7	2
2010 10 21 06	17.7	2
2010 10 21 07	17.8	2
2010 10 21 08	17.8	2
2010 10 21 09	17.8	2
2010 10 21 10	17.8	2
2010 10 21 11	17.8	2
2010 10 21 12	17.9	2
2010 10 21 13	17.9	2
2010 10 21 14	17.8	2
2010 10 21 15	17.8	2
2010 10 21 16	17.8	2
2010 10 21 17	17.8	2
2010 10 21 18	17.7	2
2010 10 21 19	17.7	2
2010 10 21 20	17.7	2
2010 10 21 21	17.7	2
2010 10 21 22	17.7	2
2010 10 21 23	17.7	2
2010 10 22 00	17.8	2
2010 10 22 01	17.8	2
